レースコード,1=2=3,1=2=4,1=2=5,1=2=6,1=3=4,1=3=5,1=3=6,1=4=5,1=4=6,1=5=6,2=3=4,2=3=5,2=3=6,2=4=5,2=4=6,2=5=6,3=4=5,3=4=6,3=5=6,4=5=6
20240712NRT03,4.8,31.6,5.4,69.6,36.6,4.9,85.2,38.6,160.7,51.5,21.8,2.9,32.6,28.6,90.8,31.6,18.4,116.0,24.7,104.4
20240712NRT04,5.7,14.5,21.5,17.2,3.5,6.8,4.4,22.1,17.8,31.1,36.5,45.2,41.0,199.5,109.7,141.6,43.4,28.3,36.5,51.0
20240712NRT05,11.0,25.7,6.9,137.7,16.6,4.4,137.7,11.6,198.0,102.1,12.8,4.3,66.0,10.2,144.0,68.8,5.6,144.0,47.2,99.0
20240712NRT06,6.0,17.2,6.5,60.6,13.1,4.1,42.0,11.0,79.0,28.0,26.0,9.3,56.7,19.7,48.3,39.5,9.4,56.7,25.3,26.0
20240712NRT07,18.6,7.3,55.8,32.0,4.5,28.7,18.2,8.9,4.5,41.8,29.2,70.0,75.3,24.7,14.4,120.5,23.1,11.0,51.9,10.7
20240712NRT08,欠場,欠場,欠場,欠場,2.4,4.9,4.7,11.7,25.9,34.2,欠場,欠場,欠場,欠場,欠場,欠場,8.1,6.3,16.7,53.3
20240712NRT09,10.8,3.1,5.3,33.3,26.5,33.6,99.9,11.4,47.5,50.8,28.1,34.0,87.8,3.5,22.1,35.3,53.6,120.7,152.5,29.8
20240712NRT10,8.2,16.2,104.8,8.5,5.6,47.6,3.2,154.2,7.5,77.1,27.0,138.0,13.0,114.0,18.4,58.2,77.1,7.3,131.1,124.8
20240712NRT11,5.0,6.7,51.1,16.3,2.9,34.6,6.3,32.9,7.0,73.2,43.5,84.8,41.3,140.2,65.8,215.0,46.7,14.9,94.8,80.6
20240712NRT12,6.8,10.9,29.0,16.3,3.3,15.7,5.9,14.9,7.3,31.8,22.9,76.2,54.7,71.2,71.2,147.3,35.8,21.0,72.4,26.3
20240712MRG01,6.3,10.3,6.1,8.0,12.7,11.0,12.1,17.9,16.1,17.0,24.1,21.7,17.4,31.1,23.4,22.3,56.4,44.7,30.7,34.3
20240712MRG02,5.9,15.2,47.0,23.3,2.4,54.7,5.4,99.4,11.6,127.8,16.9,149.1,19.7,127.8,27.9,157.8,63.9,9.5,89.4,62.4
20240712MRG03,3.6,2.4,6.5,27.3,33.9,82.8,87.9,72.1,108.2,234.6,5.6,35.6,35.1,17.7,15.9,90.8,156.4,108.2,255.9,187.7
20240712MRG04,19.0,21.4,7.8,56.8,36.6,17.6,87.0,13.0,87.0,40.3,15.6,5.1,37.1,4.0,48.8,9.8,10.1,49.7,23.2,15.9
20240712MRG05,4.8,16.5,13.5,105.5,4.2,3.3,19.1,18.5,93.1,75.3,27.0,11.5,54.5,36.3,175.8,137.6,13.3,59.7,29.3,81.1
20240712MRG06,5.6,4.9,20.7,84.8,2.5,12.1,47.4,13.7,28.4,105.6,11.4,40.1,105.6,47.4,77.2,215.6,13.8,43.8,84.8,62.3
20240712MRG07,3.3,11.2,3.3,56.1,12.1,3.4,69.6,21.1,88.5,58.6,48.7,14.4,149.1,53.8,153.5,141.1,54.3,180.0,116.0,153.5
20240712MRG08,3.2,3.1,14.5,44.9,3.9,13.2,67.2,20.6,67.2,106.1,11.7,32.7,171.2,48.7,129.4,221.2,35.8,183.0,241.3,147.4
20240712MRG09,3.0,5.1,9.2,9.4,5.9,10.0,12.2,17.9,17.7,23.1,63.6,82.0,119.9,145.0,85.4,168.5,129.9,115.4,138.5,155.9
20240712MRG10,17.5,12.2,2.8,36.0,25.3,10.0,72.1,2.7,38.8,6.9,265.5,125.2,276.5,37.0,158.0,49.5,90.9,265.5,132.7,30.8
20240712MRG11,11.2,2.8,2.3,43.3,20.3,14.5,101.9,5.3,47.0,37.5,98.6,115.4,291.3,44.0,152.9,185.3,91.3,191.1,244.7,115.4
20240712MRG12,7.9,22.4,5.3,4.7,23.5,7.3,5.0,22.4,24.5,6.3,126.6,68.5,56.6,101.3,92.1,30.7,140.3,90.3,51.8,75.3
20240712KJM01,4.3,7.5,11.4,71.2,3.1,5.0,65.6,6.5,80.4,60.8,49.8,54.1,166.2,37.2,124.6,277.0,21.3,155.8,92.3,83.1
20240712KJM02,2.7,7.5,17.1,11.6,8.7,15.0,17.3,28.6,23.4,41.3,11.4,23.2,13.7,50.3,24.1,39.5,55.5,40.4,71.5,75.9
20240712KJM03,10.9,5.2,13.5,6.1,16.2,25.9,12.0,21.5,6.8,15.9,44.3,52.5,25.7,31.7,10.3,26.4,73.6,33.4,43.3,15.2
20240712KJM04,6.0,3.1,14.8,69.6,6.1,20.0,64.1,12.8,57.3,90.3,10.2,27.2,92.0,5.8,60.2,99.5,19.4,95.6,118.9,53.5
20240712KJM05,8.2,22.3,119.6,9.7,7.3,87.7,3.1,157.8,13.8,101.2,11.7,146.1,6.9,157.8,18.5,207.7,82.2,5.8,77.3,127.3
20240712KJM06,2.4,9.0,24.7,35.4,2.5,13.3,22.0,34.8,63.9,61.9,15.4,63.9,99.1,116.6,123.9,165.3,33.6,45.0,86.2,180.3
20240712KJM07,4.2,10.2,17.3,3.7,38.5,62.5,25.4,75.0,60.7,45.3,14.8,30.3,3.9,52.9,12.7,17.4,187.7,98.3,91.7,86.0
20240712KJM08,6.9,13.4,6.6,24.8,29.6,25.0,50.6,37.4,97.2,52.8,7.6,5.1,15.1,7.4,28.9,17.4,9.8,59.3,54.0,44.2
20240712KJM09,5.5,21.8,26.6,43.6,4.1,4.5,8.8,17.6,44.1,42.4,22.2,25.5,41.5,68.2,90.9,103.9,9.6,19.7,18.5,45.4
20240712KJM10,2.5,25.3,30.2,11.2,11.2,15.9,6.9,52.9,68.5,55.5,15.7,14.8,4.8,111.0,52.9,77.7,80.3,38.2,64.7,211.9
20240712KJM11,15.2,30.6,38.2,8.1,8.0,20.3,2.2,21.8,5.9,8.4,126.1,113.5,47.3,141.9,81.1,97.3,126.1,42.5,48.6,55.8
20240712KJM12,4.5,16.0,5.5,44.4,6.3,4.4,25.7,6.4,38.8,38.2,63.6,8.9,128.8,80.0,105.6,139.0,42.9,96.0,101.6,92.6
20240712MYJ01,3.3,4.2,22.1,14.1,4.4,14.7,11.3,28.0,16.9,46.0,23.7,64.9,46.5,116.4,49.5,127.7,50.1,40.0,73.3,96.6
20240712MYJ02,4.6,5.2,29.0,21.0,4.5,18.7,16.1,24.7,20.1,53.0,10.6,30.2,22.0,43.8,24.0,58.1,23.0,18.7,41.4,42.6
20240712MYJ03,3.8,7.1,14.9,28.6,3.4,10.1,12.5,13.3,15.6,40.1,34.5,67.5,79.3,62.2,61.0,132.3,35.2,20.6,77.4,52.9
20240712MYJ04,5.8,21.5,67.1,60.8,1.5,4.6,10.5,21.1,47.4,99.8,90.5,229.0,229.0,389.4,229.0,556.2,64.9,90.5,125.6,278.1
20240712MYJ05,3.6,7.1,3.9,137.1,15.4,6.0,351.4,8.1,281.1,98.6,19.1,10.5,562.2,12.0,468.5,106.0,26.2,374.8,234.2,140.5
20240712MYJ06,2.7,15.6,5.4,29.4,22.1,9.0,52.6,47.3,110.8,85.9,14.5,3.9,23.0,42.9,91.5,46.2,50.1,123.8,59.3,123.8
20240712MYJ07,2.8,24.3,3.0,16.6,43.9,10.9,67.7,54.7,118.5,37.7,45.8,5.0,34.1,33.8,121.9,18.1,137.6,266.6,77.5,185.5
20240712MYJ08,10.0,57.2,18.1,6.9,70.2,17.2,5.7,81.6,25.5,6.2,31.7,20.5,7.3,129.0,57.8,9.7,82.8,33.8,6.6,41.4
20240712MYJ09,3.6,3.3,9.9,30.6,4.0,12.4,35.3,9.8,26.9,36.8,56.6,77.5,94.0,66.9,105.2,169.9,80.3,152.4,142.5,70.1
20240712MYJ10,18.0,8.0,26.0,40.5,2.6,8.1,26.0,5.3,11.4,32.2,48.6,116.8,74.3,62.9,81.8,71.7,15.3,27.6,73.0,23.1
20240712MYJ11,4.3,20.0,53.2,12.3,3.5,9.6,3.6,53.9,19.3,48.0,55.3,97.1,16.6,190.0,150.6,257.0,49.1,19.4,50.8,106.5
20240712MYJ12,2.5,11.3,7.2,21.8,5.8,5.8,12.8,17.8,28.9,22.6,90.6,58.5,77.4,87.3,208.8,102.1,69.6,160.1,82.8,109.1
20240712TKY01,5.3,4.0,22.8,36.5,3.4,10.9,17.6,5.3,12.9,41.5,70.1,118.8,133.7,89.1,158.5,329.2,60.2,133.7,89.1,61.1
20240712TKY02,3.9,5.2,104.7,4.8,5.3,126.7,6.7,86.0,9.6,62.5,32.7,283.3,16.2,344.0,27.6,145.9,192.6,27.8,166.0,92.6
20240712TKY03,4.1,2.8,5.5,67.8,6.4,9.5,166.2,5.8,118.7,58.3,63.9,144.5,415.6,48.9,277.1,475.0,72.2,237.5,332.5,87.5
20240712TKY04,5.5,16.4,8.0,7.7,16.0,4.7,4.9,29.2,29.5,5.5,131.6,82.5,66.6,221.1,197.4,54.7,172.7,157.9,33.1,87.7
20240712TKY05,3.7,18.2,8.8,37.0,8.8,2.8,11.1,29.2,103.0,23.9,42.2,14.7,41.0,77.9,196.0,164.2,31.3,138.1,22.8,132.1
20240712TKY06,3.0,7.5,3.6,13.0,11.9,8.9,24.7,18.7,46.3,29.7,47.6,25.8,74.1,37.9,64.1,46.3,83.3,138.9,85.5,56.5
20240712TKY07,4.2,3.6,3.6,19.5,12.3,12.9,59.5,11.4,34.0,43.9,45.3,28.0,219.8,16.6,81.6,124.2,48.4,168.1,317.5,73.2
20240712TKY08,9.2,7.2,17.6,2.4,26.3,67.2,9.3,107.5,5.4,70.7,53.7,168.0,22.4,128.0,8.8,179.2,179.2,32.3,179.2,56.0
20240712TKY09,3.5,6.1,7.5,6.8,11.3,12.7,13.2,26.2,25.6,27.8,29.3,27.1,24.7,72.9,59.6,69.3,49.2,47.0,28.7,47.5
20240712TKY10,5.6,3.2,5.8,12.1,10.4,24.2,37.2,12.1,22.6,45.7,26.2,52.7,51.3,14.3,25.5,42.2,56.7,76.0,108.6,26.5
20240712TKY11,6.5,2.7,13.9,13.3,4.1,19.4,22.6,8.8,11.8,49.9,51.7,160.9,241.4,50.5,57.1,228.7,68.9,77.6,241.4,53.6
20240712TKY12,3.0,4.3,14.9,24.1,5.4,19.4,24.5,13.6,22.0,48.3,16.6,43.6,57.5,22.3,50.4,79.6,44.3,65.0,116.4,38.1
20240712WKM01,5.4,21.8,19.4,29.8,4.4,3.8,11.9,15.7,15.1,14.8,54.5,49.6,70.4,87.3,68.2,90.9,22.9,21.1,25.0,28.7
20240712WKM02,8.2,3.0,13.6,25.5,13.4,52.0,76.6,7.7,21.0,60.5,12.3,31.7,28.9,7.5,16.8,45.6,34.7,59.1,84.0,19.1
20240712WKM03,16.2,12.3,18.4,5.6,10.0,32.1,5.2,19.8,4.7,17.6,59.6,133.3,34.5,58.3,25.0,48.2,60.8,10.3,40.5,18.9
20240712WKM04,9.3,3.6,16.3,5.9,13.7,78.7,41.0,38.3,18.4,53.5,10.4,38.3,17.8,20.8,6.1,19.0,118.1,59.0,109.0,28.3
20240712WKM05,4.3,2.3,15.0,45.7,12.2,68.6,124.5,21.3,75.1,166.0,5.6,32.3,56.1,9.5,22.8,78.1,76.6,97.1,306.4,117.1
20240712WKM06,24.9,19.2,117.2,10.0,17.3,67.2,6.9,55.0,1.9,24.7,45.2,138.5,26.4,157.6,15.2,74.9,64.4,9.2,36.0,20.5
20240712WKM07,4.1,17.9,25.4,24.9,3.9,8.9,4.8,41.5,34.4,37.8,15.6,20.8,19.4,78.5,88.2,67.0,33.5,26.0,33.9,86.7
20240712WKM08,1.7,12.0,14.4,9.3,7.7,10.9,8.8,55.3,56.1,70.9,39.2,87.8,26.2,139.3,130.3,98.5,144.3,130.3,130.3,118.8
20240712WKM09,7.1,4.9,16.4,6.1,8.7,12.5,10.0,12.9,5.9,19.4,86.5,64.0,52.1,98.1,39.2,99.8,37.7,34.4,58.8,66.9
20240712WKM10,3.2,24.8,13.8,16.7,9.2,4.0,6.7,34.0,31.2,29.2,28.2,23.5,23.3,111.9,69.3,87.8,35.9,40.5,30.4,119.6
20240712WKM11,4.7,30.1,28.6,14.7,6.4,4.9,2.9,32.9,25.3,19.7,94.5,66.0,42.9,134.1,126.5,128.3,49.9,29.0,28.3,119.8
20240712WKM12,12.2,3.9,14.7,8.3,7.4,18.4,23.3,9.0,4.1,18.8,45.0,91.8,99.3,57.2,35.7,79.1,79.1,54.0,104.6,29.5
20240712OMR01,3.8,5.9,9.6,3.7,21.2,20.2,7.5,29.3,12.8,17.4,61.8,100.0,37.7,136.0,36.1,75.5,188.9,121.4,97.1,82.9
20240712OMR02,6.1,2.2,11.6,62.6,4.2,9.7,64.3,7.1,25.6,125.3,82.1,119.0,297.6,103.5,46.6,340.1,70.0,198.4,297.6,216.4
20240712OMR03,5.2,4.2,30.7,8.1,4.2,46.1,10.1,23.0,5.4,51.4,47.5,195.9,68.1,125.4,29.8,223.9,116.1,27.9,241.2,63.9
20240712OMR04,16.8,9.4,35.4,24.7,3.3,61.3,16.6,8.3,2.9,21.2,106.4,278.4,164.5,103.4,36.9,258.5,70.9,18.5,157.4,12.4
20240712OMR05,8.5,15.1,12.0,7.0,21.7,5.7,3.9,32.2,20.3,5.7,86.6,90.9,28.1,81.5,60.2,44.0,113.1,52.8,21.5,60.2
20240712OMR06,4.4,7.8,19.6,3.6,8.3,14.2,4.5,38.0,10.8,24.5,103.8,120.2,66.2,157.5,59.3,120.2,326.3,130.5,182.7,169.2
20240712OMR07,4.3,13.8,15.7,15.0,5.3,4.1,4.6,19.2,18.9,20.3,82.3,84.1,68.1,158.1,164.7,208.0,82.3,98.8,59.8,85.9
20240712OMR08,2.8,15.4,14.0,25.6,6.4,3.6,7.8,22.1,26.6,21.0,73.0,68.0,74.5,223.7,239.2,165.1,59.2,70.0,44.7,73.8
20240712OMR09,2.1,5.8,10.5,22.6,5.8,7.6,16.2,16.7,28.9,36.6,66.6,129.2,158.0,104.0,161.0,213.3,109.4,144.6,127.3,112.2
20240712OMR10,3.5,4.9,21.0,35.2,2.8,7.4,17.1,12.2,20.5,57.9,86.5,105.2,330.9,136.2,138.2,356.3,63.9,92.6,205.9,69.6
20240712OMR11,4.2,4.4,8.8,27.8,7.0,11.2,35.4,12.3,31.6,39.4,15.4,23.1,65.6,17.8,35.6,64.2,25.4,47.1,76.6,31.4
20240712OMR12,5.4,11.0,21.1,18.8,4.0,4.8,6.9,16.7,16.4,17.9,50.8,54.5,58.2,90.4,54.0,94.8,43.0,34.6,36.5,66.1
20240713TMG01,4.4,4.6,17.1,9.5,8.3,19.4,20.5,27.8,22.1,76.2,10.4,29.1,19.3,26.4,12.9,48.9,36.3,25.0,86.6,43.8
20240713TMG02,19.5,18.9,6.4,13.3,45.3,11.1,22.8,14.7,40.7,4.9,54.4,19.9,36.3,22.5,47.3,5.9,29.0,36.9,10.1,16.9
20240713TMG03,3.6,17.8,20.6,6.5,11.3,13.8,3.2,47.1,23.6,19.1,59.9,73.5,15.7,131.2,88.2,89.9,82.2,27.1,29.6,105.5
20240713TMG04,3.7,8.2,6.9,138.7,5.9,8.0,71.8,16.2,67.0,98.1,7.9,7.4,149.0,19.4,236.7,309.5,17.1,134.1,251.5,287.4
20240713TMG05,16.6,4.5,3.8,101.9,23.2,20.0,166.8,2.3,146.8,118.4,49.6,70.6,282.4,7.6,193.2,305.9,29.3,141.2,244.7,69.2
20240713TMG06,6.0,5.9,18.7,75.9,1.8,9.6,75.9,6.9,103.7,183.1,22.7,72.4,259.4,74.1,239.4,194.5,34.2,124.5,259.4,345.9
20240713TMG07,8.4,14.5,1.9,29.4,14.8,10.8,65.1,17.9,130.2,15.7,35.7,12.6,91.1,18.8,113.9,11.9,110.5,165.7,60.7,95.9
20240713TMG08,5.5,33.0,16.7,5.6,44.9,20.8,5.0,42.9,44.9,26.1,37.0,15.6,4.3,133.2,79.9,13.7,142.7,59.6,11.7,99.9
20240713TMG09,4.5,6.4,26.9,25.7,2.3,15.5,18.7,18.6,30.8,157.5,12.4,42.5,46.2,44.7,151.9,354.5,22.6,33.2,132.9,114.9
20240713TMG10,2.3,3.7,6.9,26.2,10.3,12.7,47.4,17.2,60.3,81.5,20.2,23.4,125.4,54.3,143.8,135.8,34.6,139.7,212.6,95.9
20240713TMG11,2.8,5.7,6.5,10.0,9.0,9.1,12.2,22.2,32.1,22.5,46.4,60.0,75.7,75.7,109.4,64.8,83.4,63.1,102.6,109.4
20240713TMG12,2.7,3.3,6.7,9.0,15.1,16.8,29.4,23.3,40.3,56.2,29.9,48.4,37.9,54.0,34.8,114.3,96.8,105.7,199.3,114.3
20240713HMN01,10.1,4.4,9.0,89.9,4.8,8.8,68.2,3.3,26.0,72.9,26.9,30.8,234.5,24.6,145.8,179.8,23.2,117.2,224.7,58.6
20240713HMN02,4.8,11.4,22.4,145.9,3.3,8.7,82.2,11.1,90.5,158.9,7.2,14.5,123.3,24.1,119.2,170.2,7.1,56.7,96.6,76.9
20240713HMN03,3.9,10.9,15.5,119.4,10.8,14.3,162.3,37.4,234.5,211.0,2.9,5.5,65.2,12.1,105.5,211.0,13.7,197.8,175.8,316.5
20240713HMN04,1.9,5.3,9.1,153.7,5.6,7.5,147.0,21.4,211.4,161.0,21.3,22.4,182.8,64.4,270.6,563.8,53.6,225.5,294.1,307.5
20240713HMN05,2.4,17.2,9.7,45.4,7.1,4.7,25.3,24.4,79.2,42.6,19.0,10.5,67.6,60.3,108.8,106.7,22.9,95.6,48.2,135.3
20240713HMN06,2.0,9.9,4.5,28.4,22.2,13.4,60.5,29.9,155.2,72.9,16.5,8.3,36.7,27.7,89.0,56.5,76.6,183.5,118.7,134.5
20240713HMN07,6.3,2.4,66.7,9.2,10.3,75.8,22.8,38.7,7.2,101.8,15.7,135.8,33.8,48.6,9.8,146.0,78.1,25.3,227.6,31.3
20240713HMN08,23.6,1.5,14.0,29.9,16.6,58.2,90.0,4.2,13.3,35.6,86.5,178.3,264.8,34.6,62.4,143.2,78.7,194.2,171.3,49.3
20240713HMN09,4.7,6.1,11.2,32.1,5.2,8.3,28.8,9.3,25.4,44.1,19.7,28.7,62.6,23.3,38.1,88.3,15.8,36.9,60.2,25.7
20240713HMN10,2.3,7.9,13.7,35.2,6.4,12.0,31.8,40.1,74.5,110.0,8.8,17.0,32.5,42.5,34.6,111.3,21.0,44.8,95.2,76.3
20240713HMN11,6.3,4.3,12.8,25.9,3.2,13.1,23.0,7.4,15.3,38.4,27.9,79.3,128.4,52.6,65.6,128.4,38.6,51.3,89.1,50.1
20240713HMN12,3.5,3.7,6.5,19.1,7.1,8.5,27.5,12.6,27.5,27.5,39.9,51.9,107.4,54.3,73.0,101.2,63.2,120.8,116.8,83.4
20240713TSU01,2.3,9.0,4.0,12.1,20.5,10.4,36.1,36.3,55.0,40.0,25.4,14.9,41.1,61.3,60.0,45.9,98.1,173.1,93.4,125.2
20240713TSU02,10.5,2.9,9.6,3.5,28.6,42.0,28.2,18.2,9.1,20.0,44.9,154.3,76.4,37.1,12.3,55.0,253.8,138.0,393.4,39.5
20240713TSU03,7.0,6.3,2.9,57.5,20.4,9.7,90.4,10.5,63.2,36.9,25.9,9.9,170.6,8.1,71.2,30.9,33.7,210.2,105.1,40.1
20240713TSU04,11.8,5.1,5.1,8.7,18.6,17.2,25.0,7.6,13.8,14.0,41.3,43.3,60.5,17.0,20.5,24.3,53.1,71.2,67.4,16.0
20240713TSU05,24.7,3.4,16.5,30.2,19.4,54.0,93.6,4.6,9.5,51.7,28.8,73.3,155.1,5.9,10.1,52.8,43.6,77.5,215.0,9.3
20240713TSU06,37.5,2.8,25.8,22.4,20.4,89.2,80.1,5.5,4.4,45.3,41.5,113.1,112.0,14.5,9.9,61.3,54.8,39.9,126.1,9.9
20240713TSU07,2.5,19.4,28.9,3.8,18.7,28.5,4.5,68.6,44.4,58.5,28.8,52.0,11.7,83.7,44.7,118.7,87.4,55.2,79.5,82.9
20240713TSU08,3.5,6.7,12.2,7.5,8.4,14.8,9.7,24.8,14.4,35.4,25.6,43.9,18.4,80.7,25.0,52.5,66.6,40.7,66.2,52.5
20240713TSU09,4.3,6.0,25.2,4.2,9.8,31.6,6.7,42.7,10.4,26.4,27.6,75.5,19.4,100.0,24.7,91.4,86.1,33.2,88.0,76.0
20240713TSU10,3.5,3.9,5.5,11.5,9.6,12.9,27.5,16.0,23.9,26.5,36.2,41.5,86.5,48.3,48.8,66.7,52.0,105.2,94.5,60.7
20240713TSU11,3.4,14.8,4.6,12.9,16.4,4.6,16.4,27.8,44.4,16.8,51.1,16.2,47.6,65.8,85.3,41.0,51.5,102.2,32.7,89.1
20240713TSU12,3.0,3.0,7.3,8.8,9.3,21.8,29.5,22.9,25.6,51.6,37.5,66.8,82.4,65.1,52.8,132.7,78.8,82.4,142.3,75.7
20240713MKN01,3.5,5.2,4.8,75.0,6.6,4.6,117.7,7.1,67.4,66.7,80.0,51.7,261.0,64.5,207.0,136.4,54.5,187.6,162.3,120.1
20240713MKN02,2.9,3.1,4.0,34.3,18.3,14.3,91.5,21.0,66.9,85.8,29.8,26.5,91.5,23.2,94.7,119.4,83.2,94.7,93.1,91.5
20240713MKN03,2.7,8.2,17.6,25.4,4.0,10.5,16.5,12.4,21.3,42.9,21.6,41.6,64.6,39.0,106.1,170.5,36.0,53.0,80.4,67.8
20240713MKN04,6.9,6.8,5.5,41.9,6.1,4.6,40.2,4.7,33.2,27.9,52.3,52.3,183.1,35.6,161.1,212.0,24.8,129.9,100.7,46.8
20240713MKN05,8.6,2.4,59.7,10.0,4.4,69.0,16.5,29.1,5.1,96.7,36.3,254.5,124.0,93.0,23.9,284.5,124.0,43.5,483.6,40.6
20240713MKN06,10.9,32.3,4.8,11.6,39.3,9.2,23.2,52.8,59.0,9.9,89.8,8.4,17.7,35.0,77.4,4.0,91.6,86.3,14.6,26.7
20240713MKN07,4.4,7.5,9.2,24.0,5.5,7.9,27.5,13.9,39.9,69.2,15.3,15.4,30.7,18.7,32.9,68.1,16.1,45.1,74.1,62.0
20240713MKN08,4.8,29.1,10.6,38.8,8.6,4.3,21.2,29.6,48.6,38.3,22.4,7.2,21.0,38.8,88.9,28.2,14.2,23.2,17.1,42.3
20240713MKN09,4.2,5.1,10.4,21.0,3.7,7.7,19.3,12.0,16.5,34.9,42.3,60.5,161.5,55.5,59.5,154.1,42.3,66.5,178.5,69.2
20240713MKN10,2.7,9.3,10.9,24.6,8.1,8.8,19.0,29.4,71.3,66.6,10.3,9.7,18.2,40.6,67.7,88.4,39.1,50.8,47.2,96.8
20240713MKN11,2.4,7.1,6.6,13.7,9.1,9.7,22.5,27.8,35.9,38.4,28.5,20.3,26.3,52.2,72.6,49.1,75.9,119.3,71.1,107.8
20240713MKN12,3.6,4.9,15.3,7.5,6.8,21.4,11.0,15.5,14.1,33.7,25.0,52.7,52.0,40.5,56.3,100.3,24.5,65.8,106.8,53.4
20240713SME01,5.8,20.4,15.1,38.7,6.1,2.7,13.2,18.5,49.5,24.3,36.4,19.4,40.2,62.9,83.9,61.6,16.6,52.0,17.9,43.7
20240713SME02,3.6,8.3,3.0,7.6,21.8,10.3,21.8,35.1,40.1,16.2,86.4,31.0,39.7,55.9,52.3,27.2,104.6,110.4,86.4,84.5
20240713SME03,9.5,19.4,3.6,38.6,13.3,3.5,36.3,7.4,49.9,8.0,69.6,21.9,114.8,44.2,124.9,46.1,30.1,101.1,41.6,32.6
20240713SME04,10.3,3.7,6.6,8.5,39.0,20.5,52.1,21.1,20.9,40.0,16.1,26.3,20.0,16.0,7.5,16.9,54.9,30.5,89.3,45.0
20240713SME05,19.0,20.7,29.5,5.8,15.2,28.4,4.6,23.1,4.7,6.0,21.0,84.0,40.8,84.0,31.8,53.2,32.5,25.4,51.7,17.8
20240713SME06,29.5,30.3,6.1,14.9,54.9,24.6,53.9,18.1,34.4,5.3,57.0,23.1,56.7,10.6,23.1,3.9,50.2,91.2,18.0,7.3
20240713SME07,7.6,6.0,2.6,12.9,24.5,11.2,44.9,5.3,38.1,13.7,121.7,67.9,167.7,23.7,48.3,48.6,104.8,269.5,198.6,50.6
20240713SME08,6.4,4.5,19.9,14.9,3.3,10.4,12.3,9.1,7.9,28.5,64.3,199.6,221.7,106.4,120.9,307.0,85.8,68.2,126.7,70.6
20240713SME09,3.8,11.2,51.0,30.9,3.8,16.1,8.9,40.8,29.1,76.0,9.8,27.4,23.7,41.0,46.6,220.5,19.2,9.8,39.7,62.1
20240713SME10,2.0,9.2,7.7,21.7,6.5,7.2,16.3,18.2,42.2,33.5,73.0,48.5,103.7,149.6,178.9,111.2,109.9,152.1,104.8,140.4
20240713SME11,8.0,2.9,3.6,6.2,27.6,35.4,48.8,14.7,22.7,22.6,67.0,63.3,73.5,23.5,39.5,33.0,80.4,88.8,152.0,50.2
20240713SME12,6.8,15.2,11.6,21.5,11.7,2.3,5.4,23.3,44.9,14.2,66.0,30.4,108.7,122.6,125.9,125.9,28.4,116.7,41.6,156.8
20240713NRT01,5.9,2.6,5.9,61.3,6.1,12.6,87.9,4.1,48.5,72.8,116.5,172.6,211.9,56.1,145.7,211.9,99.2,388.5,932.5,111.0
20240713NRT02,2.7,16.0,20.5,115.2,2.9,3.6,46.9,18.7,84.9,67.2,52.6,53.7,230.4,102.9,179.2,241.9,24.9,112.5,93.0,146.6
20240713NRT03,2.4,4.1,10.1,22.6,5.4,10.6,26.0,19.4,34.0,75.3,25.8,43.0,111.0,87.9,114.0,183.5,79.6,131.9,191.8,156.3
20240713NRT04,2.6,12.6,45.4,35.6,2.6,7.0,7.7,43.2,40.8,75.5,39.4,131.1,82.5,143.8,148.6,297.2,53.0,43.2,90.9,222.9
20240713NRT05,5.0,4.6,14.6,4.5,16.2,29.4,18.8,28.8,9.9,25.1,40.8,50.3,20.9,48.5,12.6,24.1,89.7,47.4,73.7,33.5
20240713NRT06,3.6,10.6,44.3,11.9,3.7,27.1,3.9,43.6,9.4,51.6,29.7,180.6,52.6,120.4,40.7,252.9,114.9,26.9,210.7,168.6
20240713NRT07,欠場,欠場,欠場,欠場,2.3,7.2,26.0,6.6,35.5,58.6,欠場,欠場,欠場,欠場,欠場,欠場,2.3,19.7,60.1,24.9
20240713NRT08,2.3,5.0,9.6,5.5,27.8,33.3,35.1,65.1,47.6,74.1,15.9,17.9,15.3,54.4,41.7,42.3,116.0,140.5,95.3,121.3
20240713NRT09,3.8,2.5,17.9,42.8,6.9,34.9,61.4,25.7,50.5,97.5,6.3,37.2,91.2,18.3,48.7,104.7,37.7,101.0,166.3,74.4
20240713NRT10,15.6,5.9,61.4,127.9,2.8,37.4,59.0,7.5,12.3,127.9,9.5,63.9,118.0,26.9,35.7,118.0,8.2,13.8,109.6,17.0
20240713NRT11,12.6,13.1,61.0,95.3,1.3,12.9,20.9,14.4,16.4,100.0,39.6,196.8,338.9,179.4,179.4,406.7,24.8,39.8,135.5,96.8
20240713NRT12,4.3,11.4,6.9,17.0,7.4,4.2,9.8,26.3,37.2,17.0,52.0,14.7,69.9,96.6,115.9,36.2,42.7,73.7,41.4,81.1
20240713MRG01,9.5,11.6,26.9,87.8,3.8,6.8,50.5,4.4,31.0,56.1,26.2,43.9,155.4,14.8,65.2,134.7,6.8,38.8,61.2,21.2
20240713MRG02,3.1,8.4,12.0,18.8,9.6,7.5,13.2,35.0,40.8,34.1,14.1,13.2,21.3,37.9,43.4,70.9,28.0,36.4,24.9,79.3
20240713MRG03,2.1,13.6,36.8,10.4,7.0,23.7,5.1,31.7,25.2,62.8,37.6,103.3,14.0,152.5,52.5,145.6,123.2,23.5,118.6,61.6
