レースコード,レース場,レース回,風向,風速,波の高さ,スタンド距離,級別,3連複_結果,全国勝率_Zスコア,全国2連対率_Zスコア,当地勝率_Zスコア,当地2連対率_Zスコア,モーター2連対率_Zスコア,ボート2連対率_Zスコア,展示タイム_Zスコア
20240611FKO01,19,0,1,2.0,2.0,50.0,2,0,0.7291214157318078,0.5270422582927587,0.2639115409526772,0.3525179155014202,0.3725921157707553,-0.476974948089273,-0.2531848417709535
20240611FKO02,19,1,1,3.0,3.0,50.0,2,1,0.2250505272189859,-0.3221060349072706,0.5391371785184376,0.4830724872593024,0.4942312679993839,-1.4721058377509983,0.8770580193070495
20240611FKO03,19,2,1,3.0,3.0,50.0,3,0,-1.6832921656931166,-1.428823960326752,-0.9335802907400144,-1.1791592917101792,1.933263288964374,-0.923938387632696,1.8257418583505352
20240611FKO04,19,3,1,3.0,3.0,50.0,0,1,1.861762943472995,1.8446177056454192,1.1507294418761596,1.2629114745213628,0.6697497459393662,0.1660097325640622,-0.3986032682998875
20240611FKO05,19,4,1,2.0,2.0,50.0,2,0,-0.5448209983698604,-0.5501565837229931,-0.8422326947856279,-0.8228069256658359,1.201917964512211,0.7007039157516491,-1.2824729401064452
20240611FKO06,19,5,1,3.0,3.0,50.0,2,0,-0.6967063066448005,-0.7496977216244438,-0.8943488225083489,-0.9175842582338808,-0.7672002447419393,0.7481407914005022,-0.7527726527090838
20240611FKO07,19,6,1,2.0,2.0,50.0,0,0,0.8019220637741262,0.5124703112932368,0.8955056697600821,0.4854187412884029,-0.9142714719649468,-0.3832571153302112,0.1819927379066852
20240611FKO08,19,7,1,2.0,2.0,50.0,3,0,-0.4793550500921655,-0.4720895799543319,-0.7006789981234902,0.0229035619729562,-0.3508193892618025,0.6524400674028977,-0.6754697823349515
20240611FKO09,19,8,1,2.0,2.0,50.0,2,0,0.2922872214989755,0.4929273121515828,0.4015850888861821,0.3946587218826203,-0.7219070951909721,-1.2197907039395437,1.157109835116235
20240611FKO10,19,9,1,2.0,2.0,50.0,2,1,-0.5969194297655945,-0.3287516340889452,0.4887177643189474,0.441988555988317,-0.5831899964209053,-0.7494263185625981,-0.2214037213850193
20240611FKO11,19,10,1,2.0,2.0,50.0,1,0,0.3871044704265578,-0.250694140272316,0.2524040527243315,0.5250871374717181,0.4206248125180678,-0.0948768637540868,-1.3078709094515046
20240611FKO12,19,11,1,2.0,2.0,50.0,1,1,0.6093015010790955,0.5352263220038592,-1.1798497593106732,-1.1513323437652845,-1.4627777376219206,1.4106555155335716,-0.4428074427700584
20240611TKY01,13,0,8,1.0,1.0,45.0,2,1,-0.3499912503281114,-0.5456406469620952,0.2277063062462718,-0.061199979917492,1.2272892320802118,0.967524384534513,0.4934693151025283
20240611TKY02,13,1,8,1.0,1.0,45.0,1,1,0.3951600080928771,0.1333749679679445,-0.1583762912501596,-0.5190790822278414,0.5751746052713833,-0.0513333027699758,1.388085830776712
20240611TKY03,13,2,8,1.0,1.0,45.0,2,0,-0.2342668638857739,-0.2663604197306934,0.4684593891750659,0.6372173339821485,-0.7364383964750159,-0.1315416991971622,0.5904871165973927
20240611TKY04,13,3,8,2.0,2.0,45.0,2,0,-0.2692603377553422,-0.4187897162961559,-0.1974450201925381,-0.3114346761991942,0.6422019473824065,1.4609317251356004,0.5535093034625518
20240611TKY05,13,4,1,2.0,2.0,45.0,2,0,-1.8879203189777387,-1.749181344817661,-1.9971004639930616,-2.0149026326813395,-0.0700474967045547,-0.0999145371124079,-0.96583426160782
20240611TKY06,13,5,2,1.0,1.0,45.0,1,0,0.9083166199904924,1.0155435928967769,0.9760989606213468,0.0925373812276218,-0.6396021490668312,1.65044479252028,0.3227486121839523
20240611TKY07,13,6,8,1.0,1.0,45.0,2,0,-0.2242170681908643,-0.1117795421901064,0.660109966849278,0.8554621212349586,-1.1634145283600497,0.5545436757884932,0.4293783666079545
