レースコード,レース場,レース回,風向,風速,波の高さ,スタンド距離,級別,3連複_結果,全国勝率_Zスコア,全国2連対率_Zスコア,当地勝率_Zスコア,当地2連対率_Zスコア,モーター2連対率_Zスコア,ボート2連対率_Zスコア,展示タイム_Zスコア
20240611TKY10,13,9,2,2.0,2.0,45.0,1,1,0.6097034783366201,0.4928077430987343,0.3317177996882131,0.1127048132230306,-0.8463839884960654,0.4029041498420205,0.9562358659913874
20240611TKY11,13,10,2,3.0,3.0,45.0,2,0,-0.6459854701757161,-0.7999462176678042,-0.7196079102607591,-1.211353226888518,-0.5976143046671969,0.042159143914117,-0.8115430675802879
20240611TKY12,13,11,2,2.0,2.0,45.0,1,0,0.4236577827445702,0.6969188449444824,0.5428454106135259,0.1136658109008103,-0.8770327129982413,1.4301013269972251,-0.4504264318283354
20240611MYJ01,9,0,5,3.0,3.0,40.0,0,0,0.5866928962244079,-1.3381507951609122,0.0728055838549101,-1.293508834506804,1.6414877797734089,0.3507431597814407,0.5326236412913257
20240611MYJ02,9,1,4,2.0,2.0,40.0,0,1,-0.9091798351313354,-0.675626266296696,0.3817407630830952,0.5644022253565778,-1.060288278087271,-0.8222521909195362,0.5083687820523601
20240611MYJ03,9,2,1,3.0,3.0,40.0,0,0,-0.9277934818045228,0.0601086278755969,0.5972542624338317,0.3746076754016051,-1.0186960792874946,1.4697221534563574,0.3715330534635479
20240611MYJ04,9,3,1,3.0,3.0,40.0,0,1,-0.2074065450242036,-0.5849653821512268,0.0257441720328461,-0.4931214274943149,-0.678923721111128,-1.2614254041558488,0.0
20240611MYJ05,9,4,1,2.0,2.0,40.0,0,1,0.0301406234200442,-0.0319386050193431,-0.1278704916381987,-0.4120485610391248,-1.0452041143102166,0.527627477966162,1.388044187577084
20240611MYJ06,9,5,1,3.0,3.0,40.0,0,0,0.5703276347551614,-0.1061319190557312,0.8830491784320309,-0.19184647977466,1.7052552285630995,1.650001905990241,-0.5929270612815629
20240611MYJ07,9,6,1,3.0,3.0,40.0,0,1,-0.4528797288511537,-1.5498221504187852,1.0562087426517823,1.0364441352455884,0.7948136049323261,-0.6856453016216091,-1.5498260496951572
20240611MYJ08,9,7,1,4.0,4.0,40.0,0,1,-1.1881485249390733,-1.2281463046856858,-0.3879024770030221,0.3471346714815637,-0.0579689919361825,0.3246757238071951,0.8932896514651294
20240611MYJ09,9,8,0,3.0,3.0,40.0,0,1,1.7198624165097989,1.6348641267877664,0.0846413707762323,-0.4179976692389421,1.2554609927095677,1.838817064526447,-0.9507653770830788
20240611MYJ10,9,9,1,3.0,3.0,40.0,0,1,1.0196796280100922,0.9568210609680045,0.2587676479338359,0.5648486138787562,-1.5515192934695243,-0.4119520735378276,0.5014525865840764
20240611MYJ11,9,10,1,2.0,2.0,40.0,0,0,0.4770980674841151,0.0960777453843937,0.5496327660889302,0.4943673887815501,-0.3672484606344751,0.6757972462826287,-0.0367507997979893
20240611MYJ12,9,11,1,3.0,3.0,40.0,0,0,-0.3305114268735962,0.2259567865710311,0.3403737645237116,0.5411623719486373,0.1225884847966992,-1.3245810870466035,-0.1825741858350197
20240611KJM01,5,0,4,3.0,3.0,43.0,2,0,-1.0465116500695557,-0.9969735517909418,0.1332811332308134,0.0627789530008479,1.623857177075579,1.2512214301745757,-1.062915947249974
20240611KJM02,5,1,4,4.0,3.0,43.0,2,1,-0.1959109236527303,-0.626125961105906,-0.1991681204196605,-0.1656422767577274,0.3910505906920032,1.376824874351798,0.326550258138074
20240611KJM03,5,2,4,3.0,3.0,43.0,2,0,0.0261261948467487,0.1234145814204115,-1.7696278669770973,-1.3423587741127072,0.5843108517111782,-0.3658954526204161,1.751685123163666
20240611KJM04,5,3,4,3.0,3.0,43.0,0,1,0.056976177542785,-0.0198011901277023,-0.9618906345768226,-0.0452617508257432,-1.090172291438508,0.8771203619326292,-1.8219967429025568
20240611KJM05,5,4,4,3.0,3.0,43.0,1,0,0.11452724208272,0.040462728077764,-0.224293188306843,-1.3055690442839902,-0.5882537789655538,-0.2306075469670849,1.5537971921347198
20240611KJM06,5,5,4,4.0,3.0,43.0,2,0,-0.9633973785045687,-0.8789056408811979,-1.34153976571666,-1.542300269504683,1.0533808594377116,0.4579468455966671,-0.0631446025353334
20240611KJM07,5,6,3,2.0,3.0,43.0,1,1,-0.9515687925085172,-0.6352744539621157,-0.0657698462387991,-0.0502591260046219,-0.4207339320515342,0.9348182421565232,0.6083507495196279
20240611KJM08,5,7,4,3.0,3.0,43.0,2,1,-0.9576552342841328,-1.3652124633146705,0.9547320564844904,0.8467090598382285,-0.0914523027616682,0.3353100409337217,-0.3430138461325797
20240611KJM09,5,8,3,3.0,3.0,43.0,2,1,-1.2599259535691634,-1.4175979029259749,-1.2470748652409085,-1.1703311954805218,0.2578224575917328,-0.3479603728208306,1.322011364630725
20240611KJM10,5,9,3,2.0,3.0,43.0,2,0,-1.3272549483777238,-1.2221933998605805,-0.3301606455290975,-0.5059960161124591,-1.5502888352682025,0.4304045584569083,0.3468729675471761
20240611KJM11,5,10,3,2.0,3.0,43.0,1,0,0.5643113585467499,1.2482829569385288,-0.8125899393736622,-0.2905039351442954,0.907965249272976,-1.0237021961115744,1.7396006680251843
20240611KJM12,5,11,3,3.0,3.0,43.0,1,1,1.2121542267574534,1.6501098506193157,-0.9239458778986496,-0.929886416652948,0.7671867784349893,1.4505065875729437,-0.2655803369237029
20240611SME01,4,0,4,1.0,1.0,45.0,2,0,-0.6412676385126216,-1.0855625210521134,0.353681276692322,0.4657893136498247,0.9860662144959856,1.3438428313367623,0.8208798329594121
20240611SME02,4,1,7,0.0,1.0,45.0,1,0,-0.2949642692350295,-0.6258767315249736,0.4503078134325363,0.3342805167515164,-1.1895153533683505,-1.8435525283018392,-0.0953462589245738
20240611SME03,4,2,4,2.0,1.0,45.0,2,1,0.4444864781067686,0.264557997696161,0.3698969963126956,-0.0464267847095275,-1.002549833920834,0.8378422767233827,-0.7913873867197752
20240611SME04,4,3,4,2.0,1.0,45.0,3,1,-1.4400877970116992,-0.8979208185823785,-1.8214866381741863,-1.255821065117271,1.605067034488899,-1.3265241919672484,-0.8111071056538146
20240611SME05,4,4,7,0.0,1.0,45.0,2,0,-0.4995648158134432,-0.5141999648259172,-0.4548680422490137,0.0362148777509564,0.8277186072128443,-0.5043147904084514,-0.2393109947759705
20240611SME06,4,5,4,1.0,1.0,45.0,0,0,0.8722956055450966,0.8782346431756326,-0.8947200215668359,-0.8317993667707094,1.270940688328849,0.8745118853291781,1.0876188763926404
20240611SME07,4,6,4,2.0,1.0,45.0,0,1,1.582365647975483,1.5501767378568336,1.2363646307345155,1.376026143431368,1.6018699237287366,1.0756724635577628,0.2988071523336174
20240611SME08,4,7,7,0.0,1.0,45.0,2,0,0.1107334076539302,-0.322504460980459,-0.0090520503187507,-0.5626292901842203,0.0220844200400618,-1.3521036961176696,0.1735525336251523
20240611SME09,4,8,7,0.0,1.0,45.0,2,0,0.3453567754633022,0.3670503042345013,0.9485710477634202,1.1160499389368497,-0.7699520869490093,-0.0403470447964989,-0.5796736197002038
20240611SME10,4,9,6,3.0,1.0,45.0,2,0,-0.6638602057112378,-0.3272451127948877,-1.9863584709454905,-1.9122521358789075,-0.1891113258907921,-0.421407925819298,1.5433372164823564
20240611SME11,4,10,8,2.0,1.0,45.0,1,1,-0.2684583711372824,-0.3089233462019819,-1.884159218394608,-1.584650182213324,-0.6948898760109474,-0.5415176463475626,1.2433026689899729
20240611SME12,4,11,8,2.0,1.0,45.0,1,1,0.4082869122858817,0.3001039474614012,-0.3039284008846242,0.0466417747578555,0.7243086734625099,-0.3134439973564971,-0.2411214110852
20240611MKN01,1,0,4,4.0,4.0,45.0,2,0,-0.3884515625166974,-0.8315525454461375,0.2641193714233687,0.010895389886074,-0.5343548449230423,-0.0689683555106231,0.5000000000000128
20240611MKN02,1,1,3,3.0,3.0,45.0,2,0,-0.2655579866884249,-0.1541136792095115,0.3791934645839587,0.1804498044333949,-0.1692392083419326,-1.487757071823962,0.7925939239012251
20240611MKN03,1,2,4,3.0,3.0,45.0,2,0,0.0,-0.3620426675416604,0.2051716375559802,0.0817954703503509,1.4715079521309558,0.9525297362843864,0.9429280412722358
20240611MKN04,1,3,0,2.0,2.0,45.0,0,0,0.5657397314509999,0.1617274079083046,1.3912478053258857,1.3211436717315712,-1.2437880646060804,1.069871472562229,0.6593804733958044
20240611MKN05,1,4,0,2.0,2.0,45.0,2,1,0.3939196639219052,0.221434345235351,-0.2386206963147253,-0.2786530421253357,0.6891584048093125,-0.6321473608569864,0.3227486121839364
20240611MKN06,1,5,1,2.0,2.0,45.0,1,1,1.4503066699222764,1.3657931880856549,0.6337481512150176,0.7769626011609593,-0.4743031555616992,-0.3258280784180081,0.5715476066494084
20240611MKN07,1,6,1,3.0,3.0,45.0,3,0,1.192606028940726,1.6399816747678193,1.1208842107290693,1.4407152039810651,1.7219764006041756,0.2744261002610178,-0.1341876977634649
20240611MKN08,1,7,1,3.0,3.0,45.0,3,1,-1.4230734435138548,-1.1380182487133026,-1.47480743598634,-1.1846006237420996,1.7593018536133764,0.7099115136472913,0.2729247070474552
20240611MKN09,1,8,1,1.0,1.0,45.0,1,1,0.8544810142925394,0.9542927398311908,0.7034674655994628,0.2346299547841502,0.6090110081893677,0.3969269012475836,-0.3631205586088263
20240611MKN10,1,9,1,3.0,3.0,45.0,2,0,-1.112483281332522,-0.9965658573130148,-1.2104559060092313,-1.2144739317002533,0.4908778503277589,0.8156911394541699,-0.3542459542160483
20240611MKN11,1,10,1,3.0,3.0,45.0,2,0,-1.9302646245666475,-1.8539611050473124,-1.98057368652313,-1.954842364388391,1.001613523336795,0.9896190936170686,0.6099375455928344
20240611MKN12,1,11,1,2.0,2.0,45.0,2,0,-0.6954280421324248,-0.9137000435768602,-1.5270899729480432,-1.2303818754857034,1.9334417764176968,-1.689563708614535,0.0594228360677002
20240611TSU01,17,0,3,3.0,2.0,40.0,2,1,-0.0761633916962114,-0.1645765644076803,0.4118348787262725,0.3239550551866084,-1.0541807579237696,-0.3360053681716271,0.7644707871564435
20240611TSU02,17,1,3,3.0,2.0,40.0,2,0,0.7630011826527493,0.6276043416765041,-0.0228795215689475,-0.6018896227491327,-1.6695113475889836,0.8760161060067035,-1.3669418497887362
20240611TSU03,17,2,0,3.0,2.0,40.0,1,0,0.9449914728392498,1.0373499836687532,0.2703565618762833,-0.273742768116868,-0.8482402417207452,0.1213893056815433,-0.5369495345964104
20240611TSU04,17,3,3,3.0,2.0,40.0,2,0,-0.3199261775384674,-0.5843067539174809,0.795509265618327,0.8723118950463316,-0.6853100125230305,-0.8678026167120414,-0.4512017973027598
20240611TSU05,17,4,3,3.0,2.0,40.0,2,0,-1.2000321184463707,-0.7532235368821463,-1.2290510063954323,-1.1329058918342316,0.7055472954558085,0.7505786023990868,0.2585156335461646
20240611TSU06,17,5,3,3.0,2.0,40.0,2,0,0.0022476053284006,0.1631056790968155,-0.8906464720216013,-0.8713508080343767,-0.1917539597682608,-1.41379795280621,1.5478824090462235
20240611TSU07,17,6,3,3.0,2.0,40.0,0,1,1.6986468181962426,1.3765726931869546,1.9807867464256304,1.9170650490652612,-0.0633732570879416,0.4718759086215551,-1.2619681860285068
20240611TSU08,17,7,3,3.0,2.0,40.0,1,0,0.5815074697815682,0.5099044764983501,1.2725854935145096,1.671775244297541,0.5566333529727516,0.706877033041077,0.9821236832160808
20240611TSU09,17,8,3,3.0,2.0,40.0,1,0,-0.3159175116945007,-0.1917473186102978,0.6877621563133764,0.6339009183237679,-0.946530463071543,0.4023387265303007,-0.939618477299636
20240611TSU10,17,9,3,3.0,2.0,40.0,1,1,0.3948757878011519,-0.1569272283270734,0.3849558058082798,-0.1195396703028394,-0.3852918783917523,0.0803274434005411,0.1271314272441036
20240611TSU11,17,10,0,3.0,2.0,40.0,0,0,0.1598803516278894,0.1599798182903356,0.670902057310459,0.5878756821143686,-0.5306486145749771,0.6635283522969179,-0.8625819491779387
20240611TKN01,11,0,8,2.0,1.0,40.0,2,0,-1.5323046138405536,-1.7713440985028537,-0.7032533697928894,-0.160641653048928,1.0238920560909053,-0.3946316624169041,-0.2990208149653715
20240611TKN02,11,1,8,2.0,1.0,40.0,1,0,1.0407927775826815,1.4314298129270882,0.4962251610731489,0.0020692925544659,-0.2230260560289606,-0.8078368100326405,-0.2041241452319371
20240611TKN03,11,2,0,3.0,1.0,40.0,1,0,-0.3034785170393089,-0.6671864258527558,0.274167602044528,-0.0833996010841501,1.405886556175739,0.2361249414975215,-1.6186892965481927
20240611TKN04,11,3,0,3.0,1.0,40.0,1,1,0.9752436437527324,0.8860392483152429,0.5625145009980779,0.6119214847684985,-0.4585135937728787,-1.564696417559472,-0.9923953268977612
20240611TKN05,11,4,0,3.0,1.0,40.0,1,1,0.5939316264632236,0.7930633960041571,0.3964052943811108,0.6144988509202647,-0.9059894529359924,0.8520710537100398,-1.273199695246964
