レースコード,レース場,レース回,天気,風向,風速,波の高さ,スタンド距離,枠,体重,級別,全国勝率,全国2連対率,当地勝率,当地2連対率,モーター2連対率,ボート2連対率,展示タイム,順位,結果,3連複_結果,全国勝率_Zスコア,全国2連対率_Zスコア,当地勝率_Zスコア,当地2連対率_Zスコア,モーター2連対率_Zスコア,ボート2連対率_Zスコア,展示タイム_Zスコア
20240611FKO11,福岡,11R,晴,右横風,2.0,2.0,50.0,3,52,A2,5.32,40.0,6.09,45.45,17.65,30.88,7.02,3,0,1,-1.2226368917432882,-0.10012708905771174,0.5442903036401783,0.853454882649098,-1.899752127144151,-0.5207988995997717,1.5090818185978667
20240611FKO12,福岡,12R,曇り,右横風,2.0,2.0,50.0,3,53,A1,5.93,40.63,6.25,40.0,28.0,46.48,6.97,1,1,1,-1.3348281439825285,-1.0588305867299197,-0.7416198487095659,-1.3177560471923608,-0.355113983526439,0.9482088079462945,0.2214037213849997
20240611TKY01,徳山,01R,曇り,追い風,1.0,1.0,45.0,3,51,B1,4.15,16.18,4.42,28.07,33.33,25.93,7.09,5,0,0,-0.9799755009187118,-1.0709142137847265,0.105636946196724,-0.11985420359881577,0.6608480480431908,-1.5502089248247564,0.4934693151025283
20240611TKY02,徳山,02R,曇り,追い風,1.0,1.0,45.0,3,52,A1,6.55,45.45,8.78,66.67,0.0,28.24,7.06,2,0,1,1.1011200225509385,0.8236952329102991,1.888870179468808,1.9189232840704578,-1.7648399926773755,-1.5270870253473092,-0.27761716615534976
20240611TKY03,徳山,03R,曇り,追い風,1.0,1.0,45.0,3,53,B1,3.72,17.39,0.0,0.0,40.0,40.91,7.1,3,0,1,-1.4776832952794965,-1.3625234231377443,-1.6329995008234288,-1.129708934039899,0.9204962163871179,1.362843591001892,0.5904871165973927
20240611TKY04,徳山,04R,曇り,追い風,2.0,2.0,45.0,3,56,B1,5.01,31.82,5.56,34.15,0.0,31.82,7.08,4,0,0,-0.32737407971692645,-0.18482543875901478,-0.2101834085920576,-0.4299510434631583,-1.25031158552244,0.0018453874422770544,0.885614885540077
20240611TKY05,徳山,05R,曇り,右横風,2.0,2.0,45.0,3,45,B1,5.02,29.76,6.0,44.44,36.36,29.41,7.07,4,0,0,0.03799423265118246,-0.029672287443895492,0.5864501362519311,0.6873086035029095,1.3246673333683339,-0.7167097898378257,-0.5795005569646714
20240611TKY06,徳山,06R,曇り,右追い風,1.0,1.0,45.0,3,56,A2,5.69,39.16,5.29,34.21,0.0,37.21,7.03,3,0,1,0.2390306894711829,0.24118797533501585,-0.04243908524440604,0.17855804546738327,-0.6396021490668312,0.2529513263194972,-1.0327955589886404
20240611TKY07,徳山,07R,曇り,追い風,1.0,1.0,45.0,3,56,A1,6.2,38.94,0.0,0.0,0.0,34.48,7.14,3,0,1,1.3363337264175537,0.8269904774781959,-1.277209935858519,-1.256894016399158,-1.1634145283600497,0.18331388452759312,1.4598864464670498
20240611TKY08,徳山,08R,晴,右追い風,2.0,2.0,45.0,3,52,B1,4.87,28.57,4.77,33.33,0.0,32.56,7.1,3,0,1,-0.47410872843251195,-0.4975125494726583,-0.3570060044858977,-0.07050398265847936,-1.7187925623267257,-0.35140189801750377,0.5336760502236052
20240611TKY09,徳山,09R,晴,右追い風,2.0,2.0,45.0,3,56,A2,6.48,47.29,6.1,41.94,11.11,30.68,7.14,6,0,0,1.071117282997569,1.2202826339978838,0.4963869458396343,0.46182519515896453,-0.48190607559572085,-0.24342097024505155,1.4068285846778212
20240611TKY10,徳山,10R,晴,右追い風,2.0,2.0,45.0,3,54,B1,5.16,31.07,5.65,39.53,0.0,19.77,7.07,1,1,1,0.05635914505632596,-0.11200175979516722,0.484818322621235,0.17348943159050764,-0.8463839884960654,-1.0219295878379586,-1.1575486798843182
20240611TKY11,徳山,11R,晴,右追い風,3.0,3.0,45.0,3,54,A2,6.02,38.04,5.85,36.0,44.44,36.05,7.11,5,0,0,0.6011253680801789,0.23764980471828645,0.6815611839206278,0.5935187949637265,1.7928429140015907,0.2253333554030284,1.2752819633404613
20240611TKY12,徳山,12R,晴,右追い風,2.0,2.0,45.0,3,53,A2,6.2,44.54,6.76,53.52,33.33,31.4,7.11,6,0,0,-0.2039833768770175,-0.16694941445205136,0.7047576833745544,1.126127305939352,0.4384176878521922,-0.9580546189517241,0.7780092913398562
20240611MYJ01,宮島,01R,曇り,左横風,3.0,3.0,40.0,3,50,A1,6.96,48.25,6.81,56.25,32.78,37.79,6.74,3,0,1,0.921945979781206,-0.611464208747696,0.975594823655814,1.2258773130350151,0.2636586589273359,0.8247427601464528,-1.8641827445195691
20240611MYJ02,宮島,02R,曇り,左向かい風,2.0,2.0,40.0,3,53,A1,6.82,45.83,5.29,14.29,32.57,26.88,6.79,5,0,0,-0.4895583727630267,-0.9502759231634565,-1.735840073642003,-1.874614247212724,-0.40296309558619814,-1.3622476297561479,0.2904964468870685
20240611MYJ03,宮島,03R,曇り,右横風,3.0,3.0,40.0,3,52,A1,7.79,63.37,8.48,79.08,36.13,36.6,6.74,1,1,1,1.4887848894072546,1.470564570351815,1.5228881746929062,1.343197592950791,-0.12368549101782142,-0.09083948684710506,-0.12384435115451596
20240611MYJ04,宮島,04R,曇り,右横風,3.0,3.0,40.0,3,53,A1,6.61,48.09,6.53,47.37,30.06,42.13,6.7,6,0,0,-0.5734180950669148,-0.10238952958348475,-1.02742650203812,-0.8649062400055566,-0.8865486351049122,1.6780935520162608,0.0
20240611MYJ05,宮島,05R,晴,右横風,2.0,2.0,40.0,3,52,A1,6.61,44.21,7.0,51.52,40.99,32.99,6.65,3,0,1,-0.15070311710022008,-0.3464485323090469,-0.5454728567350999,-0.47937505169656247,0.9392190856489502,-0.2798348162492615,-1.5513435037626977
20240611MYJ06,宮島,06R,晴,右横風,3.0,3.0,40.0,3,53,A1,6.55,42.48,5.33,33.33,29.41,35.42,6.64,4,0,0,-1.0565085693005467,-1.0252743878591255,-1.6950902785983928,-0.868340665646726,-1.0056500619099726,-0.007291859227462202,-0.7905694150421014
20240611MYJ07,宮島,07R,晴,右横風,3.0,3.0,40.0,3,52,A1,6.67,53.28,7.78,61.11,33.73,46.02,6.73,6,0,0,-0.5854298933929549,1.4230605775188596,0.9624624045465949,1.0364441352455884,-0.6940303236152593,1.7052445146485709,0.575649675601084
20240611MYJ08,宮島,08R,晴,右横風,4.0,4.0,40.0,3,53,A1,7.37,50.0,8.14,51.35,44.21,37.78,6.68,3,0,1,1.332423702967389,0.37177320367744365,1.8853864579914308,0.5659510791858953,1.4815029870963219,-0.7279796706780807,-1.3634420996046368
20240611MYJ09,宮島,09R,晴,右向かい風,3.0,3.0,40.0,3,55,A1,6.19,41.75,6.5,40.63,38.55,32.02,6.79,6,0,0,-0.9999200095987207,-1.1669611668975381,-0.8585053321589469,-0.26762221552238247,1.0015475335098791,-0.6837443276932254,1.9015307541660944
20240611MYJ10,宮島,10R,晴,右横風,3.0,3.0,40.0,3,52,A1,7.42,56.03,6.97,52.38,41.08,29.73,6.77,2,0,1,0.250447627932303,0.39737280519995366,0.22686478722966416,0.3151075557445059,0.8374548174618265,-1.2788712965652262,1.0484917719485058
20240611MYJ11,宮島,11R,晴,右横風,2.0,2.0,40.0,3,51,A1,7.22,52.83,7.45,63.64,34.44,32.99,6.81,2,0,1,0.6658401601151918,0.918875705856901,-0.35333534962859825,0.3837245502610495,0.024349351115203664,-0.32690775883563455,1.0657731941415138
20240611MYJ12,宮島,12R,晴,右横風,3.0,3.0,40.0,3,53,A1,6.81,45.3,5.57,28.57,37.84,31.89,6.74,3,0,1,-0.21654196933097758,-0.5650048319553345,-1.614758949233343,-1.5709131768611189,0.7008221209160771,-0.5059648514798666,0.18257418583508458
20240611KJM01,児島,01R,晴,左向かい風,3.0,3.0,43.0,3,54,B1,4.9,28.75,0.0,0.0,29.93,30.08,6.78,5,0,0,-0.16670097080753957,-0.1520910432111526,-1.5511655293032958,-0.7570403155984609,-1.2089121828431748,-0.24019845262744102,0.9778826714699634
20240611KJM02,児島,02R,晴,左向かい風,4.0,3.0,43.0,3,53,B1,4.0,21.84,3.95,15.79,33.83,32.79,6.72,5,0,0,-0.6908437834069961,-0.598285642152623,-1.229348053624801,-1.0158837261108353,0.735443643095433,-0.025977827817958418,-0.761950602322192
20240611KJM03,児島,03R,晴,左向かい風,3.0,3.0,43.0,3,46,B1,4.04,13.54,2.94,11.76,25.36,36.8,6.81,5,0,0,-1.0066269190953203,-1.5204358625205694,-0.4640554883290004,-0.6725084551495345,-1.5366462942340813,0.3722971226498604,0.36573645428691554
20240611KJM04,児島,04R,晴,左向かい風,3.0,3.0,43.0,3,52,A1,5.56,38.89,6.52,48.28,35.34,33.59,6.77,6,0,0,0.22790471017114367,0.49314392556136294,1.537435113447582,1.4916759676162004,0.9847397680885561,0.42197536649373185,0.0
20240611KJM05,児島,05R,晴,左向かい風,3.0,3.0,43.0,3,47,B1,5.02,25.61,6.44,44.44,32.59,34.4,6.76,5,0,0,-0.8922471185514171,-1.1841298363933772,1.4392146249689217,1.0791923490120272,-0.04373267333841126,1.5787747446208114,0.11952286093343673
20240611KJM06,児島,06R,晴,左向かい風,4.0,3.0,43.0,3,52,A2,6.26,43.33,7.61,55.56,30.6,38.21,6.72,2,0,1,0.9342665722430915,0.9870556403545299,1.6996509968114561,1.3633525826058617,-0.5757344778303285,-0.07668280513120981,-0.25257841014136734
20240611KJM07,児島,07R,晴,向かい風,2.0,3.0,43.0,3,54,A2,5.99,46.09,5.55,39.47,37.68,28.23,6.81,6,0,0,1.1315953208209388,1.3294918984980368,0.07055310778343858,0.13015380561886533,0.800908680422008,-0.783062034014231,0.0869072499313732
20240611KJM08,児島,08R,晴,左向かい風,3.0,3.0,43.0,3,46,B1,5.27,33.77,4.42,16.67,42.19,36.51,6.87,2,0,1,-0.5412833932910317,-0.26077091995898144,-0.9706177812180093,-1.2258436586904278,1.375860410071792,0.798235353716811,1.9021676921897377
20240611KJM09,児島,09R,晴,向かい風,3.0,3.0,43.0,3,52,A1,5.47,36.17,3.9,30.0,22.22,36.22,6.73,2,0,1,-0.22412144366374653,-0.17328680990025683,0.13266753885541577,0.4225581443039312,-1.2634615842696928,1.746624616512406,-1.6867041548736954
20240611KJM10,児島,10R,晴,向かい風,2.0,3.0,43.0,3,59,B1,5.04,30.39,4.49,23.08,37.04,24.35,6.8,4,0,0,-0.7921561154349265,-0.7083208064755904,-0.9466851162620028,-1.0146450141969094,0.2141369514657076,-1.023788488603194,0.5781216125786133
20240611KJM11,児島,11R,晴,向かい風,2.0,3.0,43.0,3,49,B1,5.12,31.58,5.45,33.62,33.58,32.31,6.72,3,0,1,-1.4126720586438795,-1.3647373419570776,-0.9108871094591856,-0.6735500705148728,0.007322300397362294,0.023528466688732867,0.031629103054991704
20240611KJM12,児島,12R,晴,向かい風,3.0,3.0,43.0,3,54,A1,5.7,41.9,6.64,50.0,44.6,33.59,6.72,4,0,0,-1.26568785191393,-0.7670578670679363,0.5740693138414392,0.6403565646235593,1.1333707787486822,0.08520458276652293,0.2655803369236715
20240611SME01,住之江,01R,晴,左向かい風,1.0,1.0,45.0,3,53,B1,5.12,29.27,4.87,22.58,25.45,32.65,6.98,6,0,0,1.089016640551021,0.963956286458414,0.8608835471137288,0.6732018578959299,0.0814246419247905,-0.18575263605473835,1.199747448171477
20240611SME02,住之江,02R,晴,無風,0.0,1.0,45.0,3,58,B1,4.7,29.55,0.0,0.0,26.32,24.44,7.0,5,0,0,-1.079046503910423,-0.4770292566923865,-1.984909440788153,-1.570617633950477,-0.3879496076418733,0.13477974618862848,0.858116330321012
20240611SME03,住之江,03R,晴,左向かい風,2.0,1.0,45.0,3,55,B1,4.26,24.27,3.98,22.5,36.07,43.9,6.92,5,0,0,-0.7260616226087953,-0.57484921600063,-0.18877501880785835,-0.1243935046836798,0.3874672668359546,0.903094790486886,0.07194430788362986
20240611SME04,住之江,04R,晴,左向かい風,2.0,1.0,45.0,3,56,B1,5.12,34.21,4.44,22.22,23.08,35.85,6.95,2,0,1,0.8722817513328014,1.1262724310825234,0.4870007091597969,0.4124338611624675,-0.3762987056391815,0.9720546998579418,0.16222142113075716
20240611SME05,住之江,05R,晴,無風,0.0,1.0,45.0,3,54,B1,4.87,29.27,3.9,20.0,28.3,24.49,6.94,3,0,1,-0.0051501527403455686,0.15295039799483065,-0.868896538909106,-0.3499992701350454,-0.4556413327139546,-0.6052394761266666,0.9914312640718831
20240611SME06,住之江,06R,晴,左向かい風,1.0,1.0,45.0,3,54,A2,5.44,37.76,5.64,35.9,24.14,21.43,6.86,1,1,1,0.5926950107793899,0.8257184420405519,1.25785822102917,0.6757643164203747,-0.524469040721516,-1.3829049119413683,-1.227956795927159
20240611SME07,住之江,07R,晴,左向かい風,2.0,1.0,45.0,3,55,A2,5.66,36.05,0.0,0.0,23.53,26.42,6.96,1,1,1,0.45188564003172116,0.4979264191053757,-1.0667798621073532,-0.8702395871707661,-0.45109327407531086,-0.7641507712862406,1.1952286093344167
20240611SME08,住之江,08R,晴,無風,0.0,1.0,45.0,3,51,A1,6.32,39.84,5.43,38.1,51.67,39.29,6.97,1,1,1,1.3338342285587066,1.2431884290397428,0.825382406337014,1.1766170106401912,1.7239650393772918,0.5692397615002777,1.5619728026264015
20240611SME09,住之江,09R,晴,無風,0.0,1.0,45.0,3,53,A2,4.92,33.33,4.85,30.77,24.14,24.14,6.95,3,0,1,0.1988417798122041,0.34648606191964165,0.4517004989349618,0.41255765495590596,-0.49446464299477666,-0.22875496438919843,0.1159347239400593
20240611SME10,住之江,10R,晴,左追い風,3.0,1.0,45.0,3,54,B1,4.01,10.23,4.33,25.0,15.0,38.89,6.88,5,0,0,-1.3458406651763806,-1.6638995692847884,-0.012913229065420006,-0.12554589206530245,-1.6705924394435716,0.7729715174148672,-0.982123683216054
20240611SME11,住之江,11R,晴,追い風,2.0,1.0,45.0,3,52,A2,5.23,29.0,5.96,34.62,37.04,28.3,6.91,4,0,0,-0.7596800715161386,-0.9326683363854583,0.43840312734104114,0.16203878488326212,0.911720886951043,-0.26784743797836436,-0.6907237049944019
20240611SME12,住之江,12R,晴,追い風,2.0,1.0,45.0,3,51,A2,5.46,37.72,6.5,45.83,19.64,48.15,7.0,5,0,0,-0.09316614105852325,0.13821822185919413,1.0750525254431336,1.2239932406152396,-1.2255170547405116,1.1914933808799892,1.6878498775964432
20240611MKN01,三国,01R,晴,左向かい風,4.0,4.0,45.0,3,49,B2,6.34,46.67,6.2,40.0,47.83,31.51,6.71,2,0,1,1.0063511982297875,1.1050670896113703,0.8837840505320409,0.9959125026372335,0.8119417773505964,0.08055967576450998,0.0
20240611MKN02,三国,02R,晴,向かい風,3.0,3.0,45.0,3,45,B1,2.4,6.59,1.25,0.0,42.03,36.11,6.67,6,0,0,-1.7127910320471769,-1.645273768288775,-0.8653089692586179,-0.8220491090854655,0.9456771534232037,0.478688793577068,0.1132277034144478
20240611MKN03,三国,03R,晴,左向かい風,3.0,3.0,45.0,3,53,B2,0.0,0.0,1.56,0.0,23.17,30.23,6.63,6,0,0,-1.8020265283284902,-1.3355891695216962,-1.5760086849432802,-1.2341957456724735,-1.0013246314531088,-0.2160651197118957,-0.6359282138812843
20240611MKN04,三国,04R,晴,右向かい風,2.0,2.0,45.0,3,47,B1,4.23,21.43,3.0,0.0,39.47,35.62,6.63,4,0,0,-0.5982418345146123,-0.584576210859231,-0.9462191256457609,-1.1581765508725692,0.871338265806575,1.247900798424406,-0.6593804733957751
20240611MKN05,三国,05R,晴,右向かい風,2.0,2.0,45.0,3,49,B2,0.0,0.0,1.5,0.0,26.58,39.13,6.79,6,0,0,-1.535735752702533,-1.1693914695291183,-1.155141098069012,-1.1231227540243827,-0.5428059330381307,0.7810335364770093,1.2909944487357887
20240611MKN06,三国,06R,晴,右横風,2.0,2.0,45.0,3,51,B1,4.66,23.21,0.0,0.0,53.52,20.0,6.71,5,0,0,-0.955732045156154,-0.9551455692130891,-1.2604284791822835,-1.0923913583339977,1.5720107135481636,-1.6777649687493557,-0.40824829046386
20240611MKN07,三国,07R,晴,右横風,3.0,3.0,45.0,3,45,B2,3.11,10.53,3.62,16.09,34.67,39.71,6.75,5,0,0,-0.31901626281017453,-0.5805217679836885,0.025474641152933415,-0.08779391569889063,0.3102096412675988,1.5865508945119484,-1.583414833608812
20240611MKN08,三国,08R,晴,右横風,3.0,3.0,45.0,3,52,B1,4.05,18.03,4.83,27.78,41.56,41.43,6.84,1,1,1,0.04545443431371031,-0.1434668912240275,0.9271114073138794,0.913913904532246,0.4541168430721072,1.450999560900911,0.8870052979042611
20240611MKN09,三国,09R,晴,右横風,1.0,1.0,45.0,3,49,B1,4.48,28.57,4.8,30.0,32.84,24.19,6.77,4,0,0,-0.1677748110254757,0.04223766504116644,-0.21334669038672263,-0.34244574372342523,-0.05253922427879065,-0.7724917703931697,-1.0167375641047214
20240611MKN10,三国,10R,晴,右横風,3.0,3.0,45.0,3,48,B1,4.67,25.93,3.19,15.38,36.99,25.81,6.82,2,0,1,-0.7285674822844364,-0.6703379457289775,-1.1169020258159754,-0.6754605880233613,0.11572312958420221,-0.5607876583747426,0.17712297710801236
20240611MKN11,三国,11R,晴,右横風,3.0,3.0,45.0,3,48,A2,5.86,41.07,5.36,36.23,28.13,30.38,6.79,5,0,0,0.3465702394108303,0.32751696008855347,0.11201187944346785,0.09110676016985837,-0.38232563912656986,-0.05147957341337223,0.6099375455928344
20240611MKN12,三国,12R,晴,右横風,2.0,2.0,45.0,3,50,A1,6.14,34.62,8.48,65.52,18.42,34.57,6.77,1,1,1,0.5648578791198062,-0.07396444170718863,1.3742669286052216,1.5225362969157747,-0.906444108040156,0.8876769022227127,-0.29711418033845366
20240611TSU01,津,01R,晴,向かい風,3.0,2.0,40.0,3,56,B1,5.45,37.84,0.0,0.0,29.13,26.87,6.87,4,0,0,-0.21677273021229532,0.3017237014140822,-1.2808762753605258,-1.2713650861051327,-0.44012576915328405,-0.5001606625455514,0.7644707871564435
20240611TSU02,津,02R,晴,向かい風,3.0,2.0,40.0,3,53,B1,5.44,34.34,2.67,0.0,29.22,37.6,6.87,3,0,1,0.5740008897020685,0.5296802599964827,-1.789178586691672,-1.6291998076044707,-0.07215768405801973,0.7119302931408397,1.2230532340215534
20240611TSU03,津,03R,晴,右向かい風,3.0,2.0,40.0,3,56,A1,6.35,46.55,6.24,45.99,30.94,42.11,6.76,2,0,1,1.0561669402321028,0.8411703263944617,0.9450925966444433,1.287280566102553,-1.0038185954653798,0.991525036673129,-0.39687574296256956
20240611TSU04,津,04R,晴,向かい風,3.0,2.0,40.0,3,52,B1,5.61,39.6,5.95,43.64,39.62,43.17,6.9,5,0,0,-0.11127867044816145,0.12714403801058116,0.41528280306855064,0.2724873903476137,0.8712392914887971,1.2695063014798063,1.7145668297505352
20240611TSU05,津,05R,晴,向かい風,3.0,2.0,40.0,3,53,B1,5.02,27.08,0.0,0.0,39.87,35.11,6.76,1,1,1,-0.39102170151623333,-0.7189638568420228,-1.2290510063954323,-1.1329058918342316,1.133359291906065,1.027523394198417,-0.5170312670923588
20240611TSU06,津,06R,晴,向かい風,3.0,2.0,40.0,3,53,A2,5.59,31.91,5.94,38.24,34.07,39.71,6.87,6,0,0,0.09664702912121355,-0.17967636829034941,1.063949603277036,1.0969737897347227,1.2398801378466593,0.8352004837866123,0.3212586131982746
20240611TSU07,津,07R,晴,向かい風,3.0,2.0,40.0,3,51,A2,5.61,34.86,5.13,37.5,24.24,26.32,6.83,4,0,0,-0.08968011151967738,-0.4149425827472739,-0.28829380980074143,-0.007137561505498994,-0.807046174517712,-1.9493677826818046,0.25239363720572444
20240611TSU08,津,08R,晴,向かい風,3.0,2.0,40.0,3,52,A1,6.21,42.06,0.0,0.0,40.29,42.86,6.75,2,0,1,0.7867454002927106,0.19849852835114334,-1.1460500041025554,-0.8015089715485105,1.6325998857809056,1.0704949576060787,-1.2627304498491825
20240611TSU09,津,09R,晴,向かい風,3.0,2.0,40.0,3,54,B1,5.36,32.46,5.39,32.26,27.01,38.57,6.81,3,0,1,-0.2920746806232171,-0.6408443141543428,0.6483248823631741,0.6410850622115863,-1.0752165200432187,0.9922393822474866,-0.33557802760702826
20240611TSU10,津,10R,晴,向かい風,3.0,2.0,40.0,3,53,B1,5.66,35.62,4.3,30.0,47.83,43.8,6.85,6,0,0,0.12480530080761798,-0.12880814126032195,-1.351622607060182,-1.0212292832994643,1.9355038022496447,1.7856060418454733,1.0424777034015984
20240611TSU11,津,11R,晴,右向かい風,3.0,2.0,40.0,3,57,B1,4.94,29.47,4.53,23.53,34.07,41.3,6.82,3,0,1,-1.0925157361239066,-1.0229012624018454,0.15021710209069297,-0.24332909096014937,0.06896516290505109,0.5131904598883849,0.6900655593423541
20240611TKN01,常滑,01R,晴,追い風,2.0,1.0,40.0,3,55,B1,5.1,28.92,3.19,6.25,30.7,39.92,6.79,2,0,1,1.187447194948364,1.081417203851461,-0.34231681340224157,-0.5537709898017376,0.02606924462391266,1.6459984647130483,0.0598041629930488
20240611TKN02,常滑,02R,晴,追い風,2.0,1.0,40.0,3,52,B1,4.21,23.16,4.51,24.27,31.67,29.91,6.79,2,0,1,-0.04446105069285292,-0.08508842611752772,0.8594904703755017,1.1261726786805415,0.35726448785681925,-0.7868338308599094,0.7144345083117662
20240611TKN03,常滑,03R,晴,右向かい風,3.0,1.0,40.0,3,53,B1,4.59,21.05,4.97,26.0,34.43,38.87,6.78,1,1,1,-0.6559051819881835,-0.7799111270397677,0.2504984565442808,-0.06172339140144946,-1.0208924612136285,0.7496511638803062,0.996116490183507
20240611TKN04,常滑,04R,晴,右向かい風,3.0,1.0,40.0,3,52,A2,6.0,41.35,5.55,36.23,36.13,38.66,6.78,2,0,1,0.8219302325077614,0.7294884135606702,0.5438676114622298,0.698368279515656,0.5418797017315833,0.5044776982898374,-0.7633810206905731
20240611TKN05,常滑,05R,晴,右向かい風,3.0,1.0,40.0,3,52,B1,3.42,20.75,3.0,0.0,33.07,31.55,6.86,5,0,0,-1.542426969480058,-1.0648386757139294,-0.3793722543881723,-0.8988937624668603,-0.18548659805671816,0.26258793479114484,0.5941598577819175
20240611TKN06,常滑,06R,晴,右向かい風,3.0,1.0,40.0,3,55,A1,5.75,39.83,7.55,65.0,41.6,40.17,6.87,3,0,1,0.7623437046379524,0.5905938151421245,1.172151587375877,1.6690572030757294,0.7124935824393704,0.7850863301301908,0.8794034746883267
20240611TKN07,常滑,07R,晴,右向かい風,2.0,1.0,40.0,3,52,B1,4.82,25.93,4.43,21.43,26.5,39.83,6.75,1,1,1,-0.02155204447390903,-0.2313996369798663,0.17608123233169298,-0.14817428400962596,-0.9180296777112057,1.2003019203892082,-1.4804664203951905
20240611TKN08,常滑,08R,晴,右向かい風,2.0,1.0,40.0,3,55,B1,5.23,35.14,5.72,38.0,18.27,34.62,6.88,5,0,0,0.29253675350154096,0.37789897288172186,0.9843499645211905,1.1407376937131042,-1.7725144766232923,-0.4855610304495375,1.8048755518250394
20240611TKN09,常滑,09R,晴,右向かい風,2.0,1.0,40.0,3,46,B1,5.09,32.61,5.38,25.0,37.96,41.08,6.85,2,0,1,0.34912736933680844,0.3675503008156116,0.730440586394445,0.22326545274631457,0.38275952737743096,1.1293594165909653,1.6131182652348923
20240611TKN10,常滑,10R,晴,右向かい風,3.0,1.0,40.0,3,45,A2,4.81,29.81,4.24,23.53,37.4,34.65,6.85,4,0,0,-0.8205717719654777,-0.6210938760194239,-0.500413439350891,-0.4803192078309249,-0.7479841186609805,-0.5613699792969001,1.0882143751650146
20240611TKN11,常滑,11R,晴,右向かい風,3.0,1.0,40.0,3,52,A2,6.18,43.52,5.58,35.0,28.57,29.78,6.82,2,0,1,-0.0922096912754295,-0.2733901113266095,0.15082743949075803,-0.05631768249244761,-1.203979719824138,-0.4146382516868002,0.12700012700018792
20240611TKN12,常滑,12R,晴,右向かい風,3.0,1.0,40.0,3,55,A1,5.75,35.96,5.72,38.89,32.77,33.76,6.77,3,0,1,-0.3284371947108328,-0.6717537750986278,0.7181008255547128,0.5020387465985122,-0.26685328153811705,-0.5980749545114713,-0.9091219567475058
20240611GMG01,蒲郡,01R,晴,右横風,6.0,2.0,41.3,3,54,A1,6.74,45.95,6.78,49.02,33.02,31.9,6.68,2,0,1,-0.028829100250902063,-0.7973610119320184,-0.5461347833989901,-0.7439794246535194,-0.5273346164003174,-0.5586947204704508,-0.3603749850782325
