レースコード,レース場,レース回,天気,風向,風速,波の高さ,スタンド距離,枠,体重,級別,全国勝率,全国2連対率,当地勝率,当地2連対率,モーター2連対率,ボート2連対率,展示タイム,順位,結果,3連複_結果,全国勝率_Zスコア,全国2連対率_Zスコア,当地勝率_Zスコア,当地2連対率_Zスコア,モーター2連対率_Zスコア,ボート2連対率_Zスコア,展示タイム_Zスコア
20240611MYJ04,宮島,04R,曇り,右横風,3.0,3.0,40.0,2,53,A1,6.94,52.99,7.22,55.56,32.76,36.05,6.68,1,1,1,0.03050096250356089,0.704648585632191,-0.058509481892831866,0.29285711150283444,-0.09698910301587468,0.24141547697394236,-0.5976143046672128
20240611MYJ05,宮島,05R,晴,右横風,2.0,2.0,40.0,2,54,A1,6.1,45.1,7.77,61.54,33.33,31.15,6.69,4,0,0,-0.809491028995471,-0.2162560507798205,0.2023267272756303,0.30505685107963015,-0.28466833075098724,-1.4589861030400426,0.40824829046383804
20240611MYJ06,宮島,06R,晴,右横風,3.0,3.0,40.0,2,53,A1,6.82,45.24,7.49,57.04,31.36,31.93,6.65,5,0,0,0.4581320344754598,-0.1962439258011611,0.6645627837684355,0.6709757592118806,-0.7027122214273084,-0.6180579881197313,-0.5929270612815629
20240611MYJ07,宮島,07R,晴,右横風,3.0,3.0,40.0,2,52,A1,6.43,47.54,6.78,50.0,42.33,39.33,6.72,5,0,0,-1.380730880643762,-0.1702491198071988,-0.9124643575571603,0.004643566914183139,1.2758247203092385,0.47768865349373474,0.30996520993903615
20240611MYJ08,宮島,08R,晴,右横風,4.0,4.0,40.0,2,52,A1,6.59,41.59,6.29,43.75,37.89,42.35,6.69,5,0,0,-0.6534816887164905,-1.1837554743958414,-0.6179376668536511,-0.6659042530755259,0.23253470628946316,0.7386773881017087,-1.0813506307208973
20240611MYJ09,宮島,09R,晴,右向かい風,3.0,3.0,40.0,2,53,A1,6.74,49.57,6.25,47.17,32.16,32.4,6.74,2,0,1,0.09999200095987172,0.290808214115042,-1.4630865519891905,0.2975820760329618,-0.5891456079469878,-0.572152554812729,0.11884567213536903
20240611MYJ10,宮島,10R,晴,右横風,3.0,3.0,40.0,2,51,A1,8.0,58.7,8.44,55.56,37.16,35.75,6.76,6,0,0,1.2880163722232751,0.8367042295825116,1.0084848744818662,0.45492737350276574,0.1656629584337848,0.7130576052000168,0.7749721792662911
20240611MYJ11,宮島,11R,晴,右横風,2.0,2.0,40.0,2,52,A1,6.81,45.16,7.28,50.0,30.77,29.69,6.77,4,0,0,-0.6238974728638401,-1.0289207005703034,-1.0207465655937291,-0.7259580360769127,-0.5284060216237662,-0.8849054851240443,0.1837539989899074
20240611MYJ12,宮島,12R,晴,右横風,3.0,3.0,40.0,2,53,A1,6.61,48.09,6.53,47.37,30.06,42.13,6.76,2,0,1,-0.672419799501452,-0.18713104502236125,-0.6855869664577129,-0.4767544466978946,-1.0228015147194598,1.6379303536872398,0.9128709291752931
20240611KJM01,児島,01R,晴,左向かい風,3.0,3.0,43.0,2,55,B1,4.79,26.25,3.0,0.0,33.33,24.81,6.72,4,0,0,-0.2685737863010364,-0.304486878092067,-0.27506957283806155,-0.7570403155984609,-0.710391695072794,-1.2583050306542063,-0.552716292570001
20240611KJM02,児島,02R,晴,左向かい風,4.0,3.0,43.0,2,50,A2,4.37,26.09,5.36,36.0,30.15,36.72,6.79,6,0,0,-0.3638345724979274,-0.239736079875493,0.2232056521944472,0.42809776056364435,-0.005706317632415318,0.9782142704565663,0.761950602322192
20240611KJM03,児島,03R,晴,左向かい風,3.0,3.0,43.0,2,53,B1,3.76,21.95,4.29,19.05,38.64,45.9,6.68,3,0,1,-1.264815197580838,-0.8522491910104847,0.13544203247879924,-0.25726960946573096,1.156117653964107,1.464582071423766,-1.1357079369962282
20240611KJM04,児島,04R,晴,左向かい風,3.0,3.0,43.0,2,53,B1,4.78,32.32,4.82,24.36,30.0,30.23,6.82,3,0,1,-1.2534759059412988,-0.7458448281434754,-0.08426479939267995,-0.5194591650496252,0.1402252560554367,-0.15950265049284584,1.012220412723659
20240611KJM05,児島,05R,晴,左向かい風,3.0,3.0,43.0,2,53,B1,4.8,27.5,5.13,33.33,21.88,32.26,6.7,4,0,0,-1.2438191175030198,-0.9592046714905145,-1.0093193473807989,-0.004878808087758226,-1.1002219924084649,0.8440350664428039,-1.3147514702678251
20240611KJM06,児島,06R,晴,左向かい風,4.0,3.0,43.0,2,54,A2,5.45,34.91,5.74,47.83,37.96,47.54,6.72,3,0,1,-0.07698855940533257,-0.2718701599663704,0.15426329954852752,0.7317244457438111,0.6797931538233656,1.2606079834186819,-0.25257841014136734
20240611KJM07,児島,07R,晴,向かい風,2.0,3.0,43.0,2,51,B1,4.48,21.74,3.24,5.88,36.76,31.97,6.71,5,0,0,-0.8101193774058993,-1.062611135622199,-1.5868470174342981,-1.6162641693762179,0.6516508844757051,-0.02630440941133127,-1.6512377486961218
20240611KJM08,児島,08R,晴,左向かい風,3.0,3.0,43.0,2,44,B1,5.47,34.62,3.94,16.67,22.14,37.9,6.74,5,0,0,-0.20818592049655055,-0.1457249258594313,-1.4281266535433557,-1.2258436586904278,-1.6886833287105922,1.1031956308582775,-0.5301123076594354
20240611KJM09,児島,09R,晴,向かい風,3.0,3.0,43.0,2,51,B1,5.16,34.23,0.0,0.0,35.82,30.65,6.81,5,0,0,-0.7874537209807275,-0.49861882074525654,-1.2470748652409083,-1.1703311954805218,1.41999664780753,-0.1535119291856604,0.5014525865840539
20240611KJM10,児島,10R,晴,向かい風,2.0,3.0,43.0,2,46,A2,6.29,44.33,4.81,23.08,29.63,38.89,6.69,2,0,1,0.5193606319738908,0.31648376459547656,-0.6232624430906429,-1.0146450141969094,-0.656908690086476,0.5719825985103069,-1.9656134827672356
20240611KJM11,児島,11R,晴,向かい風,2.0,3.0,43.0,2,53,A1,6.09,41.13,7.57,64.29,37.96,33.33,6.69,2,0,1,0.7915508317870512,0.3550658182395484,1.1730128963539173,1.3346593263766844,0.969472572610823,0.2853361323888085,-0.5376947519350612
20240611KJM12,児島,12R,晴,向かい風,3.0,3.0,43.0,2,50,A1,6.27,44.55,7.39,57.14,39.1,31.25,6.77,2,0,1,0.04206213405152086,-0.10601612796874013,1.3383627790149542,1.261150301407295,0.4878541115290323,-0.38950666407553214,1.1508481266693114
20240611SME01,住之江,01R,晴,左向かい風,1.0,1.0,45.0,2,51,B1,4.52,24.42,0.0,0.0,28.57,38.18,6.94,2,0,1,0.40600968828905626,0.43578592426786916,-1.9782831850152949,-2.003012570148101,0.7273014626163533,0.5595040101721339,-0.31572301267668146
20240611SME02,住之江,02R,晴,無風,0.0,1.0,45.0,2,52,B1,4.88,28.0,4.69,12.5,50.0,24.44,6.87,3,0,1,-0.6758042117916494,-0.7549974325845668,0.09924547203940777,-0.7881257876220209,1.4354007150097094,0.13477974618862848,-1.6208864017175177
20240611SME03,住之江,03R,晴,左向かい風,2.0,1.0,45.0,2,53,B1,5.03,31.4,5.42,38.89,33.87,35.29,6.95,6,0,0,0.20313635424788942,0.2506643610556623,0.9132629288272069,1.1162613888855966,0.13263079836387642,-0.22055349652064088,1.3669418497887758
20240611SME04,住之江,04R,晴,左向かい風,2.0,1.0,45.0,2,55,B1,3.29,8.0,3.4,10.0,19.15,25.86,6.97,6,0,0,-0.6336386306851475,-0.8064818521129985,-0.053726056882397594,-0.505031269311808,-0.7408477392863424,-0.2896377797757752,0.8111071056537859
20240611SME05,住之江,05R,晴,無風,0.0,1.0,45.0,2,52,B1,5.38,31.17,5.3,20.0,33.33,40.0,6.84,2,0,1,0.7828232165324028,0.434636106741369,0.31404202297687245,-0.3499992701350454,0.3156012596195931,0.8308539876251839,-1.0598058340078669
20240611SME06,住之江,06R,晴,左向かい風,1.0,1.0,45.0,2,53,B2,2.75,8.2,3.61,20.45,19.05,26.92,6.97,6,0,0,-1.7576974889698362,-1.6781185023997336,-1.4066136280378376,-0.40206349039601813,-0.853433602307778,-0.3414580029484855,1.0876188763926404
20240611SME07,住之江,07R,晴,左向かい風,2.0,1.0,45.0,2,54,A2,5.05,28.72,5.48,30.43,15.91,16.0,6.89,5,0,0,-0.10875891675339705,-0.1652717611567209,0.816986081291668,0.8075676337969052,-1.3632553479684213,-1.6124232539001575,-0.8964214570007727
20240611SME08,住之江,08R,晴,無風,0.0,1.0,45.0,2,59,A2,5.67,37.35,5.64,36.0,34.48,23.4,6.9,2,0,1,0.8430838991833332,1.0231785364804704,0.9290695281699788,1.0308701139230616,-0.6487298386768034,-0.7804573004603407,-0.8677626681257614
20240611SME09,住之江,09R,晴,無風,0.0,1.0,45.0,2,52,A1,6.19,44.44,6.17,40.48,31.37,22.64,6.98,2,0,1,1.0849086582736076,1.0604508497886775,0.910350236315077,0.9122584653037452,0.3119216808064794,-0.39306419659213415,1.1593472394004385
20240611SME10,住之江,10R,晴,左追い風,3.0,1.0,45.0,2,53,A1,6.4,44.74,5.05,31.58,35.59,44.68,6.92,3,0,1,1.0163815060144756,0.7236752388656502,0.3152347095381943,0.34471519130643824,1.0240803633878537,1.2515498548768615,0.1403033833165756
20240611SME11,住之江,11R,晴,追い風,2.0,1.0,45.0,2,53,A2,5.36,30.48,5.18,32.14,31.15,23.64,6.9,5,0,0,-0.6111711853550891,-0.8017261256802745,0.13444362571791918,0.03691490740205103,0.21128140554126318,-0.9462001885105262,-0.9670131869921628
20240611SME12,住之江,12R,晴,追い風,2.0,1.0,45.0,2,54,A1,5.76,38.38,4.0,14.29,51.92,33.33,6.98,3,0,1,0.1534501146846265,0.18507987927035957,-0.8088011990483388,-1.0049182379647064,1.060729748978832,-0.3134439973564971,0.723364233255643
20240611MKN01,三国,01R,晴,左向かい風,4.0,4.0,45.0,2,46,B1,4.2,22.09,3.33,0.0,41.67,30.38,6.77,1,1,1,-0.2858037402972592,-0.29458332584624636,-0.5739517109777046,-1.2200989996150935,0.20125052600997706,-0.31238608084223324,1.4999999999999938
20240611MKN02,三国,02R,晴,向かい風,3.0,3.0,45.0,2,47,B1,5.04,28.57,0.0,0.0,26.76,39.44,6.67,2,0,1,0.12408167936970028,-0.1541136792095115,-1.3035140515975534,-0.8220491090854655,-0.9068552561691398,1.0280398616798723,0.1132277034144478
20240611MKN03,三国,03R,晴,左向かい風,3.0,3.0,45.0,2,50,B1,3.98,20.37,3.0,0.0,24.39,43.66,6.58,5,0,0,-0.031146137526665195,-0.2356922063861816,-0.7916356988885601,-1.2341957456724735,-0.837275922808598,1.4342218325520433,-1.293784986861915
20240611MKN04,三国,04R,晴,右向かい風,2.0,2.0,45.0,2,48,B2,2.63,5.71,3.0,12.5,40.74,29.11,6.77,2,0,1,-1.5733049264229793,-1.4740298035071202,-0.9462191256457609,-0.6851682666455887,0.9989492130571251,0.1441189780789053,1.6484511834894817
20240611MKN05,三国,05R,晴,右向かい風,2.0,2.0,45.0,2,49,B1,3.99,18.84,4.14,28.57,44.87,42.86,6.75,5,0,0,0.11294200154404282,-0.15885701715107733,0.2765830798193411,0.4455703323836648,1.6217116211626115,1.1767666255953126,0.3227486121839364
20240611MKN06,三国,06R,晴,右横風,2.0,2.0,45.0,2,44,B1,5.15,33.33,4.29,17.65,26.03,30.51,6.71,2,0,1,0.026733763500872063,0.359966425404116,0.25561960746033235,-0.18170691491456648,-0.6435532195684226,-0.3088963061884244,-0.40824829046386
20240611MKN07,三国,07R,晴,右横風,3.0,3.0,45.0,2,49,B1,4.72,28.13,5.0,26.47,27.14,24.36,6.88,1,1,1,0.4344549104774259,0.5008523491282798,0.6113913876704015,0.575774660724277,-0.49758699230416614,-0.8696827142382697,0.5099132515011353
20240611MKN08,三国,08R,晴,右横風,3.0,3.0,45.0,2,45,B2,4.78,26.74,3.61,11.11,29.17,23.19,6.77,6,0,0,0.5559426966061498,0.453949820757461,0.1620093214584569,-0.34534589339192046,-0.948419347787071,-0.722223265772083,-0.5458494140949467
20240611MKN09,三国,09R,晴,右横風,1.0,1.0,45.0,2,45,B1,4.0,16.49,5.26,42.11,37.14,30.14,6.88,3,0,1,-0.542341830989329,-0.7988024344598637,0.1845160565506784,0.5203180475020979,0.5838513796614957,-0.046182678925269886,1.3798581227135478
20240611MKN10,三国,10R,晴,右横風,3.0,3.0,45.0,2,43,A2,6.34,46.08,8.0,80.0,43.66,28.57,6.73,3,0,1,0.7285674822844364,0.7904381472528782,1.251488309602765,1.5892365685696657,1.1247078019065913,-0.17352145225773946,-1.0184571183711213
20240611MKN11,三国,11R,晴,右横風,3.0,3.0,45.0,2,46,B1,5.25,33.33,5.38,35.71,25.0,32.93,6.8,4,0,0,-0.054837063197915925,-0.1621767819112031,0.12219477757469195,0.061741771354780206,-0.6939608606021331,0.4118365873069811,0.9759000729485285
20240611MKN12,三国,12R,晴,右横風,2.0,2.0,45.0,2,44,A1,6.5,47.46,5.58,36.84,26.15,32.81,6.71,2,0,1,0.8714139140189979,0.8710140971189804,0.3820576108570532,0.31750434965578733,-0.2810219460213756,0.576356142094123,-1.3667252295568837
20240611TSU01,津,01R,晴,向かい風,3.0,2.0,40.0,2,53,B1,5.17,35.14,5.53,33.33,29.79,40.74,6.82,5,0,0,-0.708905415018589,-0.19200599180896022,0.6491634529075145,0.74120192030114,-0.2301380527861749,1.2786158475843976,0.12741179785941478
20240611TSU02,津,02R,晴,向かい風,3.0,2.0,40.0,2,56,B1,4.42,21.18,5.31,41.03,35.42,26.56,6.85,2,0,1,-0.4970007703517912,-0.6418478444663258,0.6268988909891533,1.1808359847031635,1.1535344835028691,-1.2570994612495245,0.3597215394181107
20240611TSU03,津,03R,晴,右向かい風,3.0,2.0,40.0,2,53,B1,5.66,35.62,4.3,30.0,47.83,43.8,6.82,3,0,1,0.09727853396874674,-0.03403116503737684,0.048525536747025,0.23718535726079695,1.2811539217058128,1.3546187120745559,0.44356700684049993
20240611TSU04,津,04R,晴,向かい風,3.0,2.0,40.0,2,52,A2,5.85,42.05,5.78,44.44,38.79,29.1,6.75,2,0,1,0.3894753465685688,0.4675843583667818,0.3465184428201868,0.3127440685153128,0.6288498126276687,-0.8877344789333426,-0.9926439540660875
20240611TSU05,津,05R,晴,向かい風,3.0,2.0,40.0,2,57,B1,5.01,36.27,4.86,33.33,35.2,26.92,6.73,3,0,1,-0.40450520846506866,0.18059745621150855,0.26611492378774715,0.05637767902671131,0.26092172709266054,-1.015880069618263,-0.8494085102231461
20240611TSU06,津,06R,晴,向かい風,3.0,2.0,40.0,2,54,B1,4.91,31.11,0.0,0.0,30.94,34.69,6.78,3,0,1,-0.3618644578724499,-0.22592015208625701,-0.8906464720216013,-0.8713508080343767,0.3327921367262753,-0.044080836438930904,-1.2558291243205082
20240611TSU07,津,07R,晴,向かい風,3.0,2.0,40.0,2,59,A2,5.92,43.7,5.04,33.33,31.47,44.44,6.78,6,0,0,0.4009228514997337,1.016973786082616,-0.34748721561534235,-0.18221774666980348,0.7118112246396994,0.8648038456964432,-0.8292933793901468
20240611TSU08,津,08R,晴,向かい風,3.0,2.0,40.0,2,51,B1,5.82,44.55,0.0,0.0,27.14,26.56,6.81,4,0,0,0.059083646662299344,0.5385866033013814,-1.1460500041025554,-0.8015089715485105,-1.1971920955045394,-1.2447285464601412,0.42091014994975245
20240611TSU09,津,09R,晴,向かい風,3.0,2.0,40.0,2,56,A2,5.79,43.0,0.0,0.0,35.17,32.85,6.92,2,0,1,0.2205461874093675,0.46253152105177253,-1.284101541196739,-1.2902522862969685,0.9060631495584378,0.1507850803267125,1.8792369545992544
20240611TSU10,津,10R,晴,向かい風,3.0,2.0,40.0,2,52,A1,6.63,53.64,7.82,72.73,35.71,32.65,6.68,3,0,1,1.3155706298245642,1.4066644312938101,1.6595872517068062,1.8138845624213433,-0.25686125226116824,-0.16854158124404342,-1.551003412377986
20240611TSU11,津,11R,晴,右向かい風,3.0,2.0,40.0,2,51,A1,7.74,62.77,0.0,0.0,25.71,42.96,6.87,5,0,0,1.3945119558654768,1.283301312952349,-1.229141288052898,-1.114132666670007,-1.5325591756678043,0.821290338157724,1.5526475085202929
20240611TKN01,常滑,01R,晴,追い風,2.0,1.0,40.0,2,52,B1,3.75,18.18,2.47,3.92,25.23,36.16,6.79,5,0,0,-0.25242140970459204,-0.3462927862363928,-0.9610651957862093,-0.7306032976461481,-0.7115105903388506,0.7610193092333909,0.0598041629930488
20240611TKN02,常滑,02R,晴,追い風,2.0,1.0,40.0,2,51,A1,5.73,33.33,3.83,16.67,34.15,36.56,6.81,3,0,1,0.8770952727589979,0.581419373842876,0.3751367246390313,0.40032852111400186,1.1436691593523005,0.7650529635696705,1.3268069440075505
20240611TKN03,常滑,03R,晴,右向かい風,3.0,1.0,40.0,2,51,A1,7.2,59.12,6.5,49.62,42.86,28.7,6.71,4,0,0,1.8991881388911553,1.869119350855009,0.8540616668005798,1.027621444141939,0.36607344499602346,-1.1023210636490974,-0.3112864031823428
20240611TKN04,常滑,04R,晴,右向かい風,3.0,1.0,40.0,2,46,B1,5.09,32.61,5.38,25.0,37.96,41.08,6.78,5,0,0,0.04684576454707425,0.0989564800330363,0.4382019040924252,-0.09089798472058858,0.7840383962782981,1.068374247879402,-0.7633810206905731
20240611TKN05,常滑,05R,晴,右向かい風,3.0,1.0,40.0,2,47,A2,6.1,43.62,5.7,40.0,34.13,27.15,6.79,3,0,1,0.8632205251115364,0.9188317435294241,0.8748788723645611,0.9173589988738238,0.15546564577008165,-1.3093670489925737,-0.5941598577819175
20240611TKN06,常滑,06R,晴,右向かい風,3.0,1.0,40.0,2,52,B1,4.21,23.16,4.51,24.27,31.67,29.91,6.85,2,0,1,-0.9309389470098073,-0.6974827960771365,-0.040556577895592215,-0.18715559062431036,-0.34797026072170095,-0.7001599662070711,0.32399075383252196
20240611TKN07,常滑,07R,晴,右向かい風,2.0,1.0,40.0,2,52,A2,6.39,48.74,5.43,34.29,35.25,38.2,6.8,5,0,0,0.9935492502472365,1.1717618303247197,0.5224705418366629,0.25725577819543605,0.8069724010231645,0.8512399881439976,-0.5551749076481902
20240611TKN08,常滑,08R,晴,右向かい風,2.0,1.0,40.0,2,52,A2,6.0,41.35,5.55,36.23,36.13,38.66,6.79,1,1,1,0.7569765477204817,0.7579398832615588,0.875452246103445,1.029614649251233,1.05191156523473,0.7117939418899103,-0.46171235046687786
20240611TKN09,常滑,09R,晴,右向かい風,2.0,1.0,40.0,2,44,A2,4.95,22.67,5.03,25.53,49.18,36.05,6.74,5,0,0,0.2638753372894484,-0.26435226305418,0.5482641931131702,0.25685032217551435,1.5902277271454095,0.2515827698560872,-0.8065591326174364
20240611TKN10,常滑,10R,晴,右向かい風,3.0,1.0,40.0,2,51,A2,6.53,54.05,5.75,37.04,42.19,41.94,6.75,2,0,1,1.4256618319294097,1.723362218666926,0.33299570780335047,0.12860595617868986,0.6380290064400232,0.9848720165750391,-1.3300397918683466
20240611TKN11,常滑,11R,晴,右向かい風,3.0,1.0,40.0,2,52,A2,6.17,44.19,0.0,0.0,39.53,34.25,6.78,6,0,0,-0.105703792437687,-0.1963734156340403,-1.8372444794661604,-1.2389890148338492,0.4899378320722105,0.6169571017677431,-0.889000889001338
20240611TKN12,常滑,12R,晴,右向かい風,3.0,1.0,40.0,2,52,B1,4.99,30.3,5.0,30.43,30.89,36.73,6.81,4,0,0,-1.5077077520977635,-1.4081242787251416,-0.8252800532494498,-1.0565842978871434,-0.6814682974816404,0.3442500401299421,0.08264745061342364
20240611GMG01,蒲郡,01R,晴,右横風,6.0,2.0,41.3,2,53,A1,7.14,55.79,7.26,53.23,35.77,38.46,6.76,3,0,1,1.1243349097852033,0.6154899527878614,0.12033478278282886,-0.42513109980201147,0.25937615851878165,1.6403276993012381,1.0811249552346656
