レースコード,レース場,レース回,天気,風向,風速,波の高さ,スタンド距離,枠,体重,級別,全国勝率,全国2連対率,当地勝率,当地2連対率,モーター2連対率,ボート2連対率,展示タイム,順位,結果,3連複_結果,全国勝率_Zスコア,全国2連対率_Zスコア,当地勝率_Zスコア,当地2連対率_Zスコア,モーター2連対率_Zスコア,ボート2連対率_Zスコア,展示タイム_Zスコア
20240611TKY05,徳山,05R,曇り,右横風,2.0,2.0,45.0,5,46,B1,2.57,6.58,1.11,0.0,12.5,33.33,7.06,6,0,0,-1.8879203189777387,-1.749181344817661,-1.9971004639930616,-2.0149026326813395,-0.07004749670455476,-0.09991453711240797,-0.96583426160782
20240611TKY06,徳山,06R,曇り,右追い風,1.0,1.0,45.0,5,52,A2,6.6,52.5,6.33,33.33,0.0,46.51,7.1,4,0,0,0.9083166199904923,1.0155435928967769,0.9760989606213467,0.0925373812276218,-0.6396021490668312,1.6504447925202799,0.3227486121839523
20240611TKY07,徳山,07R,曇り,追い風,1.0,1.0,45.0,5,43,B1,4.75,28.4,5.18,39.29,0.0,36.9,7.1,6,0,0,-0.2242170681908643,-0.11177954219010644,0.660109966849278,0.8554621212349586,-1.1634145283600497,0.5545436757884932,0.4293783666079545
20240611TKY08,徳山,08R,晴,右追い風,2.0,2.0,45.0,5,52,B1,3.68,18.18,3.14,14.29,22.22,34.52,7.1,6,0,0,-1.419677533183389,-1.1865801418771358,-1.6998978213597733,-1.7661618729542068,-0.6611472913519307,0.09247418368881619,0.5336760502236052
20240611TKY09,徳山,09R,晴,右追い風,2.0,2.0,45.0,5,50,B1,5.6,35.85,0.0,0.0,0.0,25.64,7.05,4,0,0,0.17056007691044028,0.21584325280571726,-1.4698210863822936,-1.3324266515262577,-1.0528953930363667,-1.2686368672102835,-0.5923488777591034
20240611TKY10,徳山,10R,晴,右追い風,2.0,2.0,45.0,5,47,B1,5.49,40.0,4.5,29.73,22.22,15.38,7.08,6,0,0,0.39451401539428355,0.5857952506496052,-1.115778053496717,-1.3157337184126834,0.32100596956616756,-1.426523385277487,-0.8555794590449355
20240611TKY11,徳山,11R,晴,右追い風,3.0,3.0,45.0,5,55,B1,3.95,20.88,4.27,26.67,22.22,34.12,7.08,3,0,1,-1.2560828586750028,-1.127775635783655,0.05969400167158521,0.1257561293003533,0.5976143046671969,-0.6163957592960275,0.23186944788008668
20240611TKY12,徳山,12R,晴,右追い風,2.0,2.0,45.0,5,58,A1,6.28,46.08,6.2,40.0,0.0,44.19,7.11,2,0,1,-0.07845514495269969,0.00018087693873522422,0.4938951886160057,0.4481441750368714,-0.8770327129982413,1.0634221877118801,0.7780092913398562
20240611MYJ01,宮島,01R,曇り,左横風,3.0,3.0,40.0,5,52,A1,6.97,52.8,5.96,40.74,29.93,37.84,6.79,4,0,0,0.9778214937073382,1.17579199026859,-1.4997950274111826,-0.8581589082115775,-0.5443275539144975,0.8371511266481557,0.13315591032284918
20240611MYJ02,宮島,02R,曇り,左向かい風,2.0,2.0,40.0,5,52,A1,7.85,59.43,7.03,58.06,27.14,32.35,6.83,3,0,1,1.3113170699009618,1.475201566049495,0.144053118144564,0.857109166409547,-1.129903165032395,-0.3809270149932688,1.1619857875482547
20240611MYJ03,宮島,03R,曇り,右横風,3.0,3.0,40.0,5,51,A1,7.22,52.83,7.45,63.64,34.44,32.99,6.77,6,0,0,0.25891911120126015,-0.002795750133749136,0.1608839895116967,0.5109756493247795,-0.75392211359105,-0.6888891175791112,0.6192217557725799
20240611MYJ04,宮島,04R,曇り,右横風,3.0,3.0,40.0,5,51,A1,8.0,58.7,8.44,55.56,37.16,35.75,6.76,2,0,1,1.9703621777299363,1.6450950423427035,1.6546481479292727,0.29285711150283444,1.1897005048329272,0.17052675616593396,1.7928429140015854
20240611MYJ05,宮島,05R,晴,右横風,2.0,2.0,40.0,5,49,A1,7.44,54.78,7.89,77.78,34.1,33.16,6.69,6,0,0,0.9214419159842067,1.1997700404594047,0.3188669221863936,1.5764315118665937,-0.16164048341052312,-0.1708914908392473,0.40824829046383804
20240611MYJ06,宮島,06R,晴,右横風,3.0,3.0,40.0,5,57,A1,6.5,42.71,6.38,25.0,39.66,34.76,6.77,2,0,1,-1.3369975699998056,-0.9561885160209608,-0.5480367066145182,-1.409146478344836,0.5867155098578775,-0.12279490939047069,1.778781183844724
20240611MYJ07,宮島,07R,晴,右横風,3.0,3.0,40.0,5,52,A1,6.9,46.4,6.5,37.5,37.64,35.88,6.7,4,0,0,0.17673355272240254,-0.4866904185792732,-1.4374438509462122,-1.1562481616315026,0.20156656263413522,-0.15535584889552922,-0.22140372138501235
20240611MYJ08,宮島,08R,晴,右横風,4.0,4.0,40.0,5,49,A1,6.55,48.72,6.88,54.55,29.07,34.78,6.75,6,0,0,-0.7553229908541254,0.13502210879827511,0.1804197567455908,1.0846270085591245,-1.5104874830644124,-1.690774238804857,0.6111981825814148
20240611MYJ09,宮島,09R,晴,右向かい風,3.0,3.0,40.0,5,51,A1,6.3,43.75,7.38,53.85,31.93,31.38,6.73,5,0,0,-0.7799376074870034,-0.7941301231603054,1.2696205616435101,0.8748855420252706,-0.6464006036488774,-0.8716883662288017,-0.2376913442707697
20240611MYJ10,宮島,10R,晴,右横風,3.0,3.0,40.0,5,53,A1,6.77,52.67,6.26,45.28,33.52,33.51,6.72,4,0,0,-0.9123449303248214,-0.15549370638259066,-0.15065239776969877,0.002931233076692912,-0.45814376780653815,-0.028125241968446405,-0.3191061914625919
20240611MYJ11,宮島,11R,晴,右横風,2.0,2.0,40.0,5,53,A1,6.84,45.54,7.69,43.75,46.86,44.89,6.7,6,0,0,-0.5295264265483005,-0.9324197052062431,0.5888922493809994,-1.234426963101272,1.894981974934825,1.6852658602043877,-1.3597795925253893
20240611MYJ12,宮島,12R,晴,右横風,3.0,3.0,40.0,5,54,A1,6.75,46.36,7.43,52.38,28.57,34.25,6.71,6,0,0,-0.35330531838211954,-0.4214398806474665,0.1855117673944398,-0.18517278509588603,-1.3529042418527435,-0.011864003414010301,-0.9128709291752607
20240611KJM01,児島,01R,晴,左向かい風,3.0,3.0,43.0,5,51,B1,4.48,21.74,3.24,5.88,36.76,31.97,6.7,1,1,1,-0.5556699026917991,-0.5794089642172365,-0.1729818963208427,-0.4798386307586716,-0.20747249711620364,0.12492895391346737,-1.062915947249974
20240611KJM02,児島,02R,晴,左向かい風,4.0,3.0,43.0,5,52,B1,3.46,16.67,4.2,12.0,20.33,30.65,6.7,3,0,1,-1.16810046959861,-1.0344506390873907,-0.9718030703235159,-1.2866749104006066,-1.9834488758790108,-0.5727898100844937,-1.1973509465062906
20240611KJM03,児島,03R,晴,左向かい風,3.0,3.0,43.0,5,46,A2,6.29,44.33,4.81,23.08,29.63,38.89,6.73,2,0,1,1.068100318734729,0.925874198810644,0.36635959604921076,-0.027720563086344532,-0.6708253560709593,0.6231625669287029,-0.558229324964241
20240611KJM04,児島,04R,晴,左向かい風,3.0,3.0,43.0,5,44,B1,5.47,34.62,3.94,16.67,22.14,37.9,6.77,5,0,0,0.05697617754278508,-0.31210447296522204,-0.9237329895688163,-1.1660155684860882,-1.1028241942405022,1.1678593704259177,0.0
20240611KJM05,児島,05R,晴,左向かい風,3.0,3.0,43.0,5,54,A1,6.37,45.05,5.16,42.11,47.06,26.92,6.72,2,0,1,1.265126511378875,1.129386145464639,-0.9532460503040873,0.8518398921225133,1.3836623263762169,-0.9893807660200729,-0.8366600265340782
20240611KJM06,児島,06R,晴,左向かい風,4.0,3.0,43.0,5,58,B1,4.44,27.78,4.94,37.14,33.07,28.95,6.65,4,0,0,-1.3379363161521332,-1.3379201547749229,-0.5068651270880193,-0.141769057885596,-0.15438213405524384,-1.4039403294583266,-1.5786150633835039
20240611KJM07,児島,07R,晴,向かい風,2.0,3.0,43.0,5,53,A1,6.09,41.13,7.57,64.29,37.96,33.33,6.88,3,0,1,1.2601856981869541,0.842229843087919,1.5198813558093387,1.4206001926202936,0.846334966144796,0.24888018135335957,1.303608748970629
20240611KJM08,児島,08R,晴,左向かい風,3.0,3.0,43.0,5,47,A2,6.35,43.48,6.4,45.71,32.33,30.91,6.78,4,0,0,1.257442959799165,1.053460377342946,0.9166063171240448,0.9414927095512786,-0.13119202206757521,-0.43038159016247785,0.2182815384480038
20240611KJM09,児島,09R,晴,向かい風,3.0,3.0,43.0,5,52,A2,5.65,35.9,5.55,20.0,27.07,29.13,6.78,6,0,0,0.10297471735901811,-0.2185649763580665,0.7164047098192451,-0.10840496895755311,-0.30649302356568303,-0.6720411122127806,-0.319106191462593
20240611KJM10,児島,10R,晴,向かい風,2.0,3.0,43.0,5,50,A2,7.09,62.07,7.26,56.41,37.59,26.77,6.77,6,0,0,1.3587313503155338,1.620646827063248,1.8529423983775855,1.3969155983428807,0.27878946197228044,-0.7581924754797642,-0.11562432251571854
20240611KJM11,児島,11R,晴,向かい風,2.0,3.0,43.0,5,53,A2,5.43,33.93,5.56,22.22,26.12,27.64,6.72,4,0,0,-0.7082296915989436,-0.9415397056783267,-0.80276022236511,-1.4199989496985619,-1.6314085285324116,-1.1751399635263244,0.031629103054991704
20240611KJM12,児島,12R,晴,向かい風,3.0,3.0,43.0,5,54,A1,6.65,47.9,6.23,46.43,26.47,26.02,6.61,5,0,0,0.9138954580284908,0.7296404101377917,0.15625555287991857,0.3299596962316915,-0.9944868897408184,-1.4505065875729444,-1.6820088005167328
20240611SME01,住之江,01R,晴,左向かい風,1.0,1.0,45.0,5,53,B2,2.75,8.2,3.61,20.45,19.05,26.92,6.96,3,0,1,-1.6088608208837376,-1.3305900086662839,0.12631474167582932,0.42075116118495626,-1.2434508876989274,-0.9579625063766144,0.442012217747381
20240611SME02,住之江,02R,晴,無風,0.0,1.0,45.0,5,53,A2,5.36,30.48,5.18,32.14,31.15,23.64,6.95,4,0,0,0.3995085671917492,-0.3102483511570785,0.316993000245272,0.44132540132924925,-0.016041581526706816,-0.05273990068250604,-0.09534625892457382
20240611SME03,住之江,03R,晴,左向かい風,2.0,1.0,45.0,5,54,A2,6.07,40.0,4.67,29.17,47.17,33.33,6.91,2,0,1,1.4581569983140603,1.246374986958063,0.3392848311006104,0.38049777903243215,1.673233085035984,-0.47634335047357396,-0.3597215394180726
20240611SME04,住之江,04R,晴,左向かい風,2.0,1.0,45.0,5,59,A2,5.67,37.35,5.64,36.0,34.48,23.4,6.93,4,0,0,1.324880773250764,1.3578194913356305,1.1109162084392514,1.4470221997823955,0.6811717736426591,-0.6003248168026966,-0.4866642633923003
20240611SME05,住之江,05R,晴,無風,0.0,1.0,45.0,5,53,B1,3.75,17.5,3.52,4.0,32.65,19.64,6.93,5,0,0,-1.7356014734961862,-1.5920184398718809,-1.189979862849586,-1.4714922585517474,0.21133784753473975,-1.0543080318453302,0.7863075542638954
20240611SME06,住之江,06R,晴,左向かい風,1.0,1.0,45.0,5,52,B1,4.88,28.0,4.69,12.5,50.0,24.44,6.87,3,0,1,0.10339396993940199,-0.000988208085875173,0.010937897574167244,-0.9566739152627056,1.1468518949603572,-0.8119112514552886,-1.0174499166253625
20240611SME07,住之江,07R,晴,左向かい風,2.0,1.0,45.0,5,51,B1,4.52,24.42,0.0,0.0,28.57,38.18,6.94,4,0,0,-0.595876318550303,-0.5543238996460816,-1.0667798621073532,-0.8702395871707661,0.15222652283036836,0.19320857569453265,0.5976143046672349
20240611SME08,住之江,08R,晴,無風,0.0,1.0,45.0,5,55,B1,4.26,24.27,3.98,22.5,36.07,43.9,6.94,3,0,1,-0.22146681530786116,-0.1325360798549832,0.10944751749035182,0.09392577788437244,-0.42926591452869306,0.9608132955240944,0.5206576008754877
20240611SME09,住之江,09R,晴,無風,0.0,1.0,45.0,5,53,B2,2.31,6.76,0.0,0.0,44.44,17.65,6.91,5,0,0,-1.6221303089943013,-1.3609886827860547,-1.2334898240147039,-1.1709432651679887,1.7696629328234108,-0.9396662423872338,-1.275281963340436
20240611SME10,住之江,10R,晴,左追い風,3.0,1.0,45.0,5,52,A1,6.65,52.0,5.71,29.17,31.67,12.5,6.9,2,0,1,1.263475875385904,1.225958435248501,0.6160369865915076,0.17247670940280696,0.5110586350197531,-1.4083207668031,-0.4209101499497268
20240611SME11,住之江,11R,晴,追い風,2.0,1.0,45.0,5,56,B1,5.12,34.21,4.44,22.22,23.08,35.85,6.98,6,0,0,-0.8853414367293349,-0.47171636491653435,-0.15392820915529873,-0.4635806025227941,-0.7484039280711177,0.8312004732915548,1.2433026689899727
20240611SME12,住之江,12R,晴,追い風,2.0,1.0,45.0,5,54,B1,5.97,42.86,5.17,31.03,43.1,28.81,6.95,4,0,0,0.32608149370483136,0.5031711295764502,0.07284234401367028,0.17808677634817574,0.43604893086220853,-0.7724397429454929,-0.7233642332556002
20240611MKN01,三国,01R,晴,左向かい風,4.0,4.0,45.0,5,46,B1,5.25,33.33,5.38,35.71,25.0,32.93,6.65,4,0,0,0.34819751458750664,0.3454520960310364,0.46728811867211345,0.7582452690206715,-1.4513831038354987,0.5743499185800617,-1.4999999999999938
20240611MKN02,三国,02R,晴,向かい風,3.0,3.0,45.0,5,43,A2,6.34,46.08,8.0,80.0,43.66,28.57,6.67,3,0,1,1.02860233271892,1.0337941078595467,1.5009984753716334,1.851281326964829,1.1434261925610891,-0.7651871984635165,0.1132277034144478
20240611MKN03,三国,03R,晴,左向かい風,3.0,3.0,45.0,5,45,B1,4.0,16.49,5.26,42.11,37.14,30.14,6.77,1,1,1,-0.02224724109047511,-0.4451963898405655,0.43939412644732007,0.7606347117328949,0.8771675486811694,-0.22712437702416335,1.2060707504644834
20240611MKN04,三国,04R,晴,右向かい風,2.0,2.0,45.0,5,45,B2,4.78,26.74,3.61,11.11,29.17,23.19,6.67,3,0,1,-0.2630638966711114,-0.2841310087625203,-0.6860266388040266,-0.737766787851629,-0.16361666071363146,-0.8596273163059432,1.4641187671044812e-14
20240611MKN05,三国,05R,晴,右向かい風,2.0,2.0,45.0,5,44,A1,6.5,47.46,5.58,36.84,26.15,32.81,6.71,3,0,1,1.1500801376740941,1.3762542369391313,1.057523540485716,0.8996512502903696,-0.5936939892604555,0.11051527287709562,-0.6454972243679159
20240611MKN06,三国,06R,晴,右横風,2.0,2.0,45.0,5,47,B1,5.04,28.57,0.0,0.0,26.76,39.44,6.79,6,0,0,-0.193819785381318,-0.2586040384672175,-1.2604284791822835,-1.0923913583339977,-0.5847186735089425,0.8541862015821853,1.5513435037626768
20240611MKN07,三国,07R,晴,右横風,3.0,3.0,45.0,5,45,B1,4.55,21.88,0.0,0.0,23.61,21.88,6.94,3,0,1,0.3548958424905364,0.116841654131132,-1.511495375074048,-1.1163891367633192,-0.8762751883876098,-1.2665204568897708,1.4760646753980429
20240611MKN08,三国,08R,晴,右横風,3.0,3.0,45.0,5,46,A1,6.2,45.45,5.32,35.29,34.33,22.81,6.86,3,0,1,1.5489472616133604,1.737264020662588,1.2344065073705657,1.4812229076762464,-0.36431226587961707,-0.7674987413277706,1.296392358475471
20240611MKN09,三国,09R,晴,右横風,1.0,1.0,45.0,5,48,B2,2.63,5.71,3.0,12.5,40.74,29.11,6.86,5,0,0,-1.6114185338028262,-1.5493332517298224,-1.7702009175330744,-1.589214228153372,1.1166435131928987,-0.17191349643988127,0.944113452382964
20240611MKN10,三国,10R,晴,右横風,3.0,3.0,45.0,5,48,B1,4.57,21.1,5.56,25.0,23.94,40.85,6.86,6,0,0,-0.8158210729771829,-1.020489237495844,0.05005953238411054,-0.33831440036590366,-1.8583773162639519,1.5495325372773319,0.7084919084320731
20240611MKN11,三国,11R,晴,右横風,3.0,3.0,45.0,5,50,B1,6.54,50.85,6.09,41.18,19.7,25.64,6.75,2,0,1,0.7940406751058257,0.9462772697471605,0.4836876612331553,0.37063886523647005,-1.2216498937716176,-0.9127025545170874,-0.8539125638299747
20240611MKN12,三国,12R,晴,右横風,2.0,2.0,45.0,5,48,A2,6.23,46.67,4.81,25.93,23.08,32.05,6.75,5,0,0,0.6414968878446047,0.8128728941849717,0.11860892993771179,-0.14089518118823188,-0.5294108253742419,0.4419221774931401,-0.6536511967445918
20240611TSU01,津,01R,晴,向かい風,3.0,2.0,40.0,5,51,B1,4.93,27.84,5.74,31.58,35.14,20.74,6.84,2,0,1,-1.1307334305668406,-1.5269047920045922,0.7224561008164275,0.6355315854313237,1.4720351026138765,-1.286310627008175,0.3822353935782217
20240611TSU02,津,02R,晴,向かい風,3.0,2.0,40.0,5,51,B1,5.37,38.1,5.58,31.11,31.91,27.07,6.84,4,0,0,0.5005007757768034,0.8644025755572848,0.8739977239337836,0.5014415157855001,0.4596345628353337,-1.1661388475956216,-0.07194430788359146
20240611TSU03,津,03R,晴,右向かい風,3.0,2.0,40.0,5,51,B1,4.59,19.75,4.6,33.33,47.14,35.07,6.73,6,0,0,-1.389693342410662,-1.3047949041977862,0.18716992745281122,0.4558731024417254,1.1878069094590324,-0.5210071969517517,-0.8170971178640919
20240611TSU04,津,04R,晴,向かい風,3.0,2.0,40.0,5,57,A2,5.97,47.25,5.67,50.0,31.76,33.82,6.83,6,0,0,0.6398523550769348,1.1901515689187196,0.3020238567771277,0.5925279817808221,-1.4241598697744229,-0.16405455828301846,0.45120179730277576
20240611TSU05,津,05R,晴,向かい風,3.0,2.0,40.0,5,57,B1,5.51,34.41,5.85,40.0,27.54,32.09,6.84,2,0,1,0.2696701389767128,-0.0014682720017203338,0.5706857614176538,0.29437712150023343,-1.1701000601601639,0.274033960654294,0.36930804792309374
20240611TSU06,津,06R,晴,向かい風,3.0,2.0,40.0,5,55,B1,3.15,8.82,4.2,23.33,32.81,33.33,6.8,4,0,0,-1.5486000712678147,-1.5143875780997313,0.4913911569774351,0.32951249912966835,0.874726501612895,-0.2822925088506316,-0.9053651826496745
20240611TSU07,津,07R,晴,向かい風,3.0,2.0,40.0,5,57,B1,4.94,29.47,4.53,23.53,34.07,41.3,6.84,5,0,0,-1.150015547722922,-1.2880228121582586,-0.6829165152314146,-0.593677174633876,1.258011672469474,0.3771383427655546,0.46873104052489484
20240611TSU08,津,08R,晴,向かい風,3.0,2.0,40.0,5,53,B1,5.44,34.34,2.67,0.0,29.22,37.6,6.81,3,0,1,-0.6499201132852812,-0.8559110855508016,-0.1807649848742201,-0.8015089715485105,-0.7495900178563476,0.32337375322642764,0.42091014994975245
20240611TSU09,津,09R,晴,向かい風,3.0,2.0,40.0,5,57,B1,5.01,36.27,4.86,33.33,35.2,26.92,6.8,6,0,0,-0.7093242243706707,-0.24199593349634452,0.4583089260576541,0.7051436785446351,0.9133472659907971,-0.7215617746366078,-0.5369248441712309
20240611TSU10,津,10R,晴,向かい風,3.0,2.0,40.0,5,56,B1,4.42,21.18,5.31,41.03,35.42,26.56,6.8,4,0,0,-1.3974101713377571,-1.3592312238175728,-0.4876106873571545,-0.2893943729718138,-0.309318831948308,-1.2358742291915912,0.27968913993701716
20240611TSU11,津,11R,晴,右向かい風,3.0,2.0,40.0,5,53,A2,7.12,57.52,7.67,66.67,32.88,40.63,6.79,2,0,1,0.8438129669249703,0.919710816837949,1.1063286572895616,1.3532058115525265,-0.15900301447553436,0.3888368945628095,0.17251638983558468
20240611TKN01,常滑,01R,晴,追い風,2.0,1.0,40.0,5,56,A2,4.35,23.76,4.86,28.57,18.75,29.82,6.74,3,0,1,0.38752019236338825,0.395478325932157,1.0928356846272398,1.1401762681756196,-1.5852797549748114,-0.7312061816551776,-1.7343207267990843
20240611TKN02,常滑,02R,晴,追い風,2.0,1.0,40.0,5,55,B2,1.55,1.03,1.67,0.0,27.5,34.06,6.78,4,0,0,-1.6571846167335913,-1.535414641763913,-1.163398702994464,-1.19175333502208,-0.9650369154238915,0.18163687543824963,0.40824829046387423
20240611TKN03,常滑,03R,晴,右向かい風,3.0,1.0,40.0,5,47,B1,5.45,36.56,6.68,54.55,41.6,40.99,6.7,3,0,1,0.18600296205634984,0.299323512102549,0.9250691033013209,1.254991047834949,0.1587689323241185,1.1357063381538897,-0.4980582450917452
20240611TKN04,常滑,04R,晴,右向かい風,3.0,1.0,40.0,5,45,A2,4.81,29.81,4.24,23.53,37.4,34.65,6.84,1,1,1,-0.1916417640562143,-0.10304459706963817,-0.27037989826979403,-0.1942124467354843,0.7099351892038932,-0.4299128652862585,0.6107048165524545
20240611TKN05,常滑,05R,晴,右向かい風,3.0,1.0,40.0,5,52,A2,6.17,44.19,0.0,0.0,39.53,34.25,6.78,2,0,1,0.9260546014628096,0.9682717146255636,-1.772984617446765,-0.8988937624668603,1.8923921709254727,1.227196674840244,-0.7639198171481754
20240611TKN06,常滑,06R,晴,右向かい風,3.0,1.0,40.0,5,51,A2,6.53,54.05,5.75,37.04,42.19,41.94,6.78,4,0,0,1.6199803723556492,1.6893610263921481,0.45410070004408615,0.394819301974499,0.7755020081659594,1.0413130303755074,-1.619953769162733
20240611TKN07,常滑,07R,晴,右向かい風,2.0,1.0,40.0,5,53,B1,5.01,30.34,0.0,0.0,32.77,27.43,6.9,2,0,1,0.10129460902737583,0.03988234771163846,-1.3584234087753233,-0.8237859662067083,0.31805752613616645,-1.4551385457706827,1.2954081178458265
20240611TKN08,常滑,08R,晴,右向かい風,2.0,1.0,40.0,5,52,A2,6.0,46.3,4.0,12.5,29.84,31.42,6.78,3,0,1,0.7569765477204817,1.0608710437092546,-0.11743871594070558,-0.4601875231104596,0.057194890918550505,-1.4339610085401882,-0.7135554507215304
20240611TKN09,常滑,09R,晴,右向かい風,2.0,1.0,40.0,5,48,B1,3.39,17.0,1.38,0.0,33.6,29.51,6.81,3,0,1,-0.6860758769525654,-0.6248037255432867,-1.3515753368201249,-1.360926501461217,-0.08645271424363735,-0.8897013791789223,0.7332355751067675
20240611TKN10,常滑,10R,晴,右向かい風,3.0,1.0,40.0,5,56,B1,4.36,23.81,2.83,8.33,42.97,36.48,6.81,6,0,0,-1.408249168333325,-1.2014047905457481,-1.278629927753196,-1.1654163575678713,0.8637263420514606,-0.17321869638254536,0.12091270835166591
20240611TKN11,常滑,11R,晴,右向かい風,3.0,1.0,40.0,5,51,A1,7.2,59.12,6.5,49.62,42.86,28.7,6.8,3,0,1,1.2841886272748662,1.519834445097404,0.47860990641555456,0.4377010283313034,1.0046043875297685,-0.6638827666154152,-0.38100038100058636
20240611TKN12,常滑,12R,晴,右向かい風,3.0,1.0,40.0,5,56,A1,6.04,41.57,5.63,37.5,31.2,36.21,6.81,6,0,0,0.12154762323944354,0.0581116887431994,0.5251782157041928,0.24595292723266565,-0.6131009278313789,0.17926384578195173,0.08264745061342364
20240611GMG01,蒲郡,01R,晴,右横風,6.0,2.0,41.3,5,52,A1,6.5,47.71,7.42,67.44,31.56,29.52,6.66,5,0,0,-0.7207275062725669,-0.5446559613317148,0.3424913048434356,0.651076666502011,-0.945006518721004,-1.356510781302252,-0.720749970156449
