レースコード,レース場,レース回,風向,風速,波の高さ,スタンド距離,級別,3連複_結果,全国勝率_Zスコア,全国2連対率_Zスコア,当地勝率_Zスコア,当地2連対率_Zスコア,モーター2連対率_Zスコア,ボート2連対率_Zスコア,展示タイム_Zスコア
20240101WKM09,21,8,5,1.0,1.0,41.0,0,0,0.5898545362362421,0.5956616289918011,1.0853167238774724,0.9769284169792524,-0.7826152562251225,0.6148364043155529,1.1540142007657463
20240101WKM10,21,9,7,0.0,1.0,41.0,0,1,0.4379877365384507,0.5488656630697399,0.8285332274179429,0.814152292102283,0.3994013327288965,0.4471344164333867,0.069404291538847
20240101WKM11,21,10,5,2.0,2.0,41.0,0,1,1.2078130998826857,1.4273002527685033,0.5219204115924768,0.599766574332531,0.6363260786313981,1.670719244980278,-1.7432459420003792
20240101WKM12,21,11,5,1.0,1.0,41.0,2,1,0.9569462131781558,0.7831821724506451,1.1002897645179914,0.8721595119144049,0.4315209796814794,0.9048032217053622,-0.8800008370998943
20240101SMS01,2,0,5,2.0,2.0,43.0,2,1,-0.8179708896216993,-0.988231960170856,-1.654329946880868,-1.5176994483956672,1.288234887700251,-0.0391118402285585,-0.256494588021305
20240101SMS02,2,1,5,3.0,3.0,43.0,2,1,0.148956956044415,-0.0835477061007862,-0.3760147154394455,-0.838273707486786,0.5743738767049453,0.8208824706113963,-0.5536102382055212
20240101SMS03,2,2,6,2.0,2.0,43.0,2,1,-1.4326446974802702,-1.3183950338669344,-1.661607064681179,-1.5550837497888024,0.0670470649410964,1.38620919875403,-0.2350762240697807
20240101SMS04,2,3,6,1.0,1.0,43.0,2,0,-1.1330810525479322,-1.0293524378255996,-1.6410094941971107,-1.378628351365941,-1.1494905463242977,-0.2791085866598268,1.245244117188432
20240101SMS05,2,4,6,1.0,1.0,43.0,1,1,0.6146120471855854,0.6279053331699391,0.1732782448046921,0.1748797148848475,-0.4774572205523646,1.932228015221899,0.6575529049898277
20240101SMS06,2,5,6,2.0,2.0,43.0,2,1,-0.7990004357956902,-0.6226058278485319,-0.7141865405747214,-0.315183313168991,0.3416477267570038,-1.9739001364200788,0.7749721792662952
20240101SMS07,2,6,6,3.0,3.0,43.0,2,1,-0.4976218746790098,-0.1091818379097918,-0.5975603573060396,-0.7521575424223245,-0.2527797176292295,-1.0526193642900623,-0.8478829356914956
20240101SMS08,2,7,6,2.0,2.0,43.0,1,1,0.817670686369958,0.7563457567751919,1.1126720032183637,1.23894670346933,2.028570435633666,-0.1856942054593724,-0.8856148855400562
20240101SMS09,2,8,6,2.0,2.0,43.0,0,1,0.9859981563602008,1.0964746672546055,0.970746916325488,0.8247792083624301,-0.583242849113927,0.2986544678057285,-0.4676830167899928
20240101SMS10,2,9,6,3.0,3.0,43.0,0,1,1.1433874736877965,1.4698278307614463,1.2183606236243227,1.207254641722293,0.1544367959062722,-0.063516073475117,-0.0522708373489399
20240101SMS11,2,10,6,3.0,3.0,43.0,0,1,1.7674710122520472,1.1559721414677442,1.6789082435039715,1.736414464809842,0.5675538997766355,-1.057904043894305,-1.392502696980376
20240101SMS12,2,11,6,3.0,3.0,43.0,0,1,1.7183139096787508,1.665040299738754,1.208496425918148,1.179138345318776,-0.1933429493932997,-1.6476936031742655,1.6137430609197243
20240101TKY01,13,0,3,1.0,1.0,45.0,0,1,1.8951805411635487,1.9696524956552697,1.397247496088876,1.5978075050273135,-0.8453902424001305,-0.8051022325103778,-1.0882143751650408
20240101TKY02,13,1,3,1.0,1.0,45.0,1,0,0.2183132732317847,0.5422805930924738,0.3188683860523744,0.2581587477074405,1.4409416000035926,1.551494864606192,0.283980917123553
20240101TKY03,13,2,0,1.0,1.0,45.0,1,1,0.6866001567563451,0.8074344699780732,0.8463437350232715,0.8339260540148067,-1.0304143883722183,-0.989781435026633,0.664211164155055
20240101TKY04,13,3,4,1.0,1.0,45.0,0,1,0.9602278040113332,0.7340874571055096,0.8998026977117917,0.9883757374340224,-0.0099868236192428,0.3715514316926236,0.4301340378531795
20240101TKY05,13,4,4,2.0,2.0,45.0,2,1,0.4750978469455453,0.6839791678596144,0.3407051092672313,0.2953156174754837,-0.2826541547981419,0.6207835682975786,-1.0576962991271437
20240101TKY06,13,5,6,2.0,2.0,45.0,2,1,0.6791729116781732,0.5382953585906913,0.5583647431484683,0.6861086496070042,-1.4169068184355549,-0.8366669705775874,-1.844277783908294
20240101TKY07,13,6,5,3.0,3.0,45.0,2,0,-0.2394664375553547,0.1776730623726365,0.1475403765003346,0.122159363228476,-0.5770378681134485,-0.734818118255018,-0.3580574370197273
20240101TKY08,13,7,5,2.0,2.0,45.0,2,1,-0.095056278659783,0.0361741986974056,0.1722333162276589,0.3320949893473006,-0.3926248129786152,-0.0798432399912406,1.4999999999999778
20240101TKY09,13,8,5,2.0,2.0,45.0,0,1,0.6010053063558722,0.9365067892279751,0.7411355248992978,0.8057723249407344,1.2804716363537338,0.7976241590512878,-1.4797632568168615
20240101TKY10,13,9,6,1.0,1.0,45.0,0,1,0.9861798373088844,1.2213119669259995,0.9871170094109752,1.2431417624586902,0.0853184625334458,0.1858650448830287,-0.982123683216058
20240101TKY11,13,10,8,1.0,1.0,45.0,0,1,1.8959762233577564,1.8247741888216271,1.8046039557260491,1.8664970636491311,0.0215818833827172,0.4326633966637772,-1.8352829408714624
20240101TKY12,13,11,8,1.0,1.0,45.0,0,1,1.484852923767818,1.109915264912924,1.5560382181147006,1.0524565887626955,0.7460630919206235,-1.5402718373608577,-1.7175134664318168
20240101MYJ01,9,0,4,1.0,1.0,40.0,1,1,1.4190934907241874,1.0581789882007768,1.2123737110745028,0.8007597022804215,-0.5526256730412774,0.6998715753035225,-1.613743060919766
20240101MYJ02,9,1,4,3.0,3.0,40.0,2,0,-0.0957104143412916,-0.1006262545762516,0.2351627642583223,0.266816944967123,-0.911274669445524,-0.1035857488592997,-0.0507934972232132
20240101MYJ03,9,2,4,4.0,4.0,40.0,2,0,-1.2654702096021864,-1.2107786761289403,-1.2520299516190423,-1.456658101275201,0.8324184679688893,-1.4211808470357286,0.550481882563158
20240101MYJ04,9,3,4,5.0,5.0,40.0,2,1,0.1721300431089514,0.4346778681144563,0.195533206046751,0.1481146630600023,-0.3445015224323645,0.2811286543724934,0.3049687727964155
20240101MYJ05,9,4,4,5.0,5.0,40.0,2,1,-0.949275379460022,-1.12457742842325,-0.5292266743139918,-0.6305371168064235,-1.1307368826707764,0.9695873953519476,0.9541915484011396
20240101MYJ06,9,5,4,6.0,6.0,40.0,0,1,1.7287170041007776,1.545592818073624,1.838877697295116,1.819381672128332,1.2009998543118696,1.8180168130972316,-0.1738880632445551
20240101MYJ07,9,6,4,5.0,5.0,40.0,1,1,-0.2282170331690896,-0.0449487061155676,0.7046024660330709,0.4274980443090022,-0.680399552695704,-1.551663139565494,0.2112885636821424
20240101MYJ08,9,7,4,3.0,3.0,40.0,2,0,0.7565447998813015,0.2722573408504629,0.2325233346020213,-0.1157064626680448,-0.5645421074758112,-0.9540321575925764,0.080373803695067
20240101MYJ09,9,8,4,4.0,4.0,40.0,1,1,1.0859279409354674,1.1310628949204569,1.2815396493023796,1.601909771035127,-0.3783647007321101,-0.2994182927966784,-0.8951435925492517
20240101MYJ10,9,9,4,2.0,2.0,40.0,2,1,-0.1632154981176121,-0.5268197563939362,-0.3310975275318232,0.0668421773690522,-0.4565098774450644,-0.2044174315489505,-1.2455047375590655
20240101MYJ12,9,11,4,3.0,3.0,40.0,0,1,0.8556556166509165,-0.3123614308330514,1.261076578216269,0.9716966381566116,1.3587298103949,0.3871884583627269,-0.6192217557725754
20240101KJM01,5,0,6,1.0,1.0,43.0,2,1,-0.7395500452144287,-0.7306361393384562,-0.8502337950410707,-0.9143729159779644,-0.1033136860229312,0.6331190326965888,-0.6213601697792471
20240101KJM02,5,1,6,1.0,1.0,43.0,0,1,1.2214543966134614,1.1929446565523971,1.3454703487402453,1.4247001835332322,-0.1811545586328508,-0.2755810965112822,-1.5010858887610674
20240101KJM03,5,2,6,1.0,1.0,43.0,2,1,0.6117544796662926,0.3541997707508025,-0.7316901892061266,-1.1584339777700985,-0.1065213599903436,1.0452933786583865,-0.630929176171404
20240101KJM04,5,3,2,5.0,3.0,43.0,0,0,0.800634805872054,0.941621415936734,0.5939465450831334,0.5539453246629319,-0.3440355436396896,-1.2023312731013247,-0.4896182465934701
20240101KJM05,5,4,6,3.0,3.0,43.0,0,1,1.3488983787365854,0.8850793965591703,0.4064729926144733,0.1538852234913343,0.3917037563989639,-0.8247195506574354,0.6338656910463746
20240101KJM06,5,5,6,4.0,3.0,43.0,0,1,0.9393137558021196,1.0170385304758724,0.7080244096504588,0.6700447543932717,-1.720927011738267,0.8203630121545635,-0.6113595408407135
20240101KJM07,5,6,8,5.0,5.0,43.0,0,1,0.8203646875875198,1.0191551229418687,0.9445949204801484,1.045153838183925,1.0504570708370702,-0.7083940104621804,0.3227486121839581
20240101KJM08,5,7,2,3.0,3.0,43.0,0,1,0.3319922637218436,0.5578060198634991,0.1813175175238614,0.3721101586000909,-0.456058147840126,-1.96904903653024,1.474685998842039
20240101KJM09,5,8,8,6.0,5.0,43.0,0,1,0.5365652688242263,0.6324064541519419,0.7418934822317087,0.8330521044174524,-0.2370655236100262,0.8965308027017393,0.2090833493957314
20240101KJM10,5,9,6,4.0,3.0,43.0,0,1,1.270489533335054,0.5023301431821822,1.3988484800606906,1.251147788893728,-0.4794718102681569,0.0677728199654287,-1.3935555472037822
20240101KJM11,5,10,6,6.0,5.0,43.0,0,1,1.3775206629649182,0.3938426164571156,0.2339496573274644,0.1651170211379486,1.3279382790369822,0.3055520177721588,0.5014525865840694
20240101KJM12,5,11,6,5.0,5.0,43.0,0,1,1.7198951985918665,1.534327225213744,1.9245008972987532,1.8812872321873115,1.1982368047558922,1.148002371774728,-1.2909944487358094
20240101MRG01,3,0,4,5.0,5.0,42.0,1,1,0.9794647760509482,1.101446643363741,0.6624394011507394,0.6103137403686392,0.6077911782878027,-0.6581204050260705,0.2932942300427144
20240101MRG02,3,1,0,4.0,4.0,42.0,2,0,-1.1108966299011638,-0.8215482817116617,-0.7494173913056729,-0.3461015710950188,-0.8146699208913208,1.107708188374142,-0.6961135764619699
20240101MRG03,3,2,0,3.0,3.0,42.0,2,0,-0.316735986750847,-0.5549260267952107,-0.1607033226058105,-0.3773640068301395,-0.3778946530274204,-0.3318916714894482,-0.9187699949495708
20240101MRG04,3,3,0,3.0,3.0,42.0,2,1,-1.2834958878364358,-1.355628983066099,-1.4943550244460126,-1.623211931100658,-1.4703876031303924,-0.0930232316651458,-0.2469323991623933
20240101MRG05,3,4,3,4.0,4.0,42.0,2,1,-1.7165251580466936,-1.825042504210898,-1.775840839844517,-1.6575679397641605,1.2922026084496452,-1.4119704237608215,0.8385254915624316
20240101MRG06,3,5,3,4.0,4.0,42.0,1,1,0.5563716090934326,0.7845875840048825,0.4066096895824424,0.4222544695135627,1.2312806905069775,0.8272987816267313,-0.5809928937741369
20240101MRG07,3,6,3,5.0,5.0,42.0,1,1,0.2997514456016686,0.4350957193847401,-0.0630775700296764,0.1388866403382846,1.3485253608223908,0.9023493295081494,-1.43019388386838
20240101MRG08,3,7,0,3.0,3.0,42.0,1,1,0.5439742777741847,0.8131582758860971,0.3470456624624941,0.0664215530215139,0.3847132071953364,1.0067185003141614,-0.9587937851426548
20240101MRG09,3,8,0,3.0,3.0,42.0,1,0,0.1418145394635439,-0.0354530215014797,-0.086038648566434,-0.550309982895989,0.5178494054304131,-0.1701010173463604,0.7429587926554944
20240101MRG10,3,9,0,3.0,3.0,42.0,0,1,1.1895923198311955,0.8943862375770535,1.2087391078424718,1.283219369661133,0.6868730459204808,1.292048051163529,-1.4957060089885108
20240101MRG11,3,10,0,3.0,3.0,42.0,0,1,0.7818239704762455,0.0315487315576979,-0.0256738680872867,-0.5640956411938453,0.0880721288069423,-0.5051632750288131,0.5504818825631785
20240101MRG12,3,11,1,1.0,1.0,42.0,0,1,0.7908965311137431,-0.519933674391963,1.5968108055368315,1.522941285370739,-0.8970129595471037,-0.9103365368440016,0.7598784291762132
20240101NRT01,23,0,1,6.0,6.0,45.0,0,1,1.8094181195612948,1.6300767791424526,1.6073627957758725,1.3178813704270438,0.9226244519268184,-0.4476744658579535,-1.5195921509877417
20240101NRT02,23,1,1,4.0,4.0,45.0,2,1,-0.172193525692452,-0.0037113636967052,0.0315444072396392,-0.1440504531979234,0.912193816852149,-0.7913428104816009,-0.9877295966495896
20240101NRT03,23,2,1,4.0,4.0,45.0,1,1,0.8250854314253616,1.205332130082968,0.8301229482434124,0.9986226897758058,1.440021077149472,-0.2728915688113812,0.5883484054145588
20240101NRT04,23,3,1,4.0,4.0,45.0,1,0,0.9624071511288508,1.2941032655528475,0.6944102808717084,0.70143566903594,-1.1670610416514284,1.9286280599388756,1.1744404390293992
20240101NRT05,23,4,1,4.0,4.0,45.0,2,1,-0.576250491924134,-0.3910144591739492,0.0242272119265579,-0.1131062854199837,0.7296394404775387,-0.4473330421211906,-0.5651205866406581
20240101NRT06,23,5,1,4.0,4.0,45.0,2,0,0.2004781537270952,0.2497427696717906,-0.3263579739346506,-0.4408500423461013,1.6258613733826976,-0.8544154541545657,-0.5456121558758307
20240101NRT07,23,6,1,5.0,5.0,45.0,3,1,0.1890909351717286,0.5961675266930225,-1.543582557282328,-1.7135202716021485,-1.441512066094866,0.1533692257527407,-0.2306328020072168
20240101NRT08,23,7,1,5.0,5.0,45.0,3,1,-1.509792646622264,-1.3085634124989032,-1.2937413293925282,-0.8393002036085981,-0.4020107590081312,-0.8827815536724644,-0.6516352124510801
20240101NRT09,23,8,1,3.0,3.0,45.0,2,1,-0.875349696638806,-0.8003727671148408,-0.900735253870606,-0.7575772239508519,-0.1715349309213462,-0.1372009933075464,1.388331375738271
20240101NRT10,23,9,1,3.0,3.0,45.0,2,0,-0.5134628792444559,-0.8505639766779604,-0.1400967000961173,-0.1404922834864465,1.1436231393685228,-0.1263840647970781,0.4803539249462761
20240101NRT11,23,10,1,2.0,2.0,45.0,0,1,0.5762916342143436,1.1050406733412146,1.1645166777692686,1.3015236553252874,-0.0655749509431731,0.598561346556244,0.3082793042642168
20240101NRT12,23,11,8,2.0,2.0,45.0,0,1,0.7328089350455489,0.0427884364123931,0.9997238446148884,0.993827224053913,-0.5496278579380955,-0.0169691509738441,-0.643356265818721
20240101TSU01,17,0,6,6.0,5.0,40.0,0,1,1.6315727558210682,1.56515415029473,1.745038956472409,1.2523890616075442,-0.2657078900624042,-0.3933459944848444,1.712628799473472
20240101TSU02,17,1,6,6.0,5.0,40.0,2,0,0.053721724506247,-0.1433399854942095,0.3769410596347194,0.1046568486707483,0.3594081732586374,-0.6389793761825131,-0.2408974245890354
20240101TSU03,17,2,6,6.0,5.0,40.0,2,1,0.2158190028100905,-0.772229374719604,-0.030500805349204,0.3642912173528154,-0.2753356804266091,0.9890171890198114,-1.470053253623815
20240101TSU04,17,3,6,7.0,5.0,40.0,2,1,-1.492284764706973,-1.5921956635318364,-1.9006406094653812,-1.7770511865728866,0.5110278801253486,1.5373925739925838,-0.3470214576941846
20240101TSU05,17,4,6,6.0,5.0,40.0,0,1,1.684616879255445,1.8063230460829416,1.3404500619585833,1.1143015687680513,1.1605166475252269,0.9261148054912434,0.2877772315344843
20240101TSU06,17,5,6,7.0,5.0,40.0,2,0,-0.9366751191450534,-1.327320531565184,-1.1072881034946136,-0.9518150568815282,0.2236953785534574,0.5702831282858692,-1.269181827329128
20240101TSU07,17,6,6,7.0,5.0,40.0,2,1,-1.6334917603593164,-1.7357307623922107,-0.7270157435320218,-0.6691816201389758,1.6196895855997664,-1.8515541711620436,-1.0302443927398497
20240101TSU08,17,7,6,5.0,3.0,40.0,2,0,-0.7820019824379779,-1.1516112319551983,-0.9318136040169336,-0.943551285574422,-1.5072482506253426,-0.924218438900302,-0.7623355122828045
20240101TSU09,17,8,6,6.0,5.0,40.0,1,1,0.3799514672075043,0.3698662244753704,0.333959113608129,0.1971344581206657,-0.2902862430387701,0.0224009571272809,1.7824795733457313
20240101TSU10,17,9,6,5.0,3.0,40.0,1,1,0.0889541513191427,-0.1386920936922244,-0.2216163710783994,-0.312233979647006,0.2241108471480185,-0.2759106725532129,0.9406905500033134
20240101TSU11,17,10,6,6.0,5.0,40.0,1,1,1.0311156254868792,1.1618537702710034,0.7555493337635822,1.0298005004087858,1.5591275674226697,-0.6618690647066519,-1.016670770882204
20240101TSU12,17,11,6,5.0,3.0,40.0,0,1,0.8878286100178421,0.5610625487001886,1.4335620326333596,1.549570421512168,0.4068499272914631,-0.3721790751976853,-1.0343353859069786
20240101TKN01,11,0,8,5.0,4.0,40.0,2,1,0.2973596702120298,0.3956172151666534,0.2181385553204557,0.0143970154039722,0.07426207379716,-0.7939438715595912,-1.23058397420197
20240101TKN02,11,1,8,5.0,4.0,40.0,2,1,-0.1066331364254863,-0.282372746711296,0.0788526906616834,0.0761227151291632,-0.4957730218723868,-0.469156210326018,1.287863917376615
20240101TKN03,11,2,8,5.0,4.0,40.0,2,0,-0.5791484753800594,-1.0535476697287252,-0.6301484839654168,-0.8964027491621464,0.5395191403326086,0.0006807190118488,-0.2389092412837472
20240101TKN04,11,3,8,5.0,4.0,40.0,1,1,0.4873941111585176,0.5308135405382844,0.5377325902228115,0.7001803704497949,-1.4387423635984662,-1.11094061173351,0.9975093361076368
20240101TKN05,11,4,8,5.0,4.0,40.0,0,1,0.8023271050827747,0.9153817281159464,0.9374979413663274,1.3216289983289318,1.0241583701923056,0.233600776100277,0.3162277660168317
20240101TKN06,11,5,8,5.0,4.0,40.0,2,0,-1.1752996808654272,-1.170633123158617,-1.3959523394530546,-1.321799475739564,-1.2434058516217092,1.5515848822349698,0.9949398136559358
20240101TKN07,11,6,8,5.0,4.0,40.0,2,1,-0.7235212288496063,-0.7690045494136822,-0.8122276036597436,-0.9624328484036888,1.0139756329466307,-1.1362031666433268,-1.8533643326645808
20240101TKN08,11,7,8,4.0,3.0,40.0,2,1,-0.998088085719225,-1.1703461081398148,-0.5021088107170077,-0.6446556174448659,-0.3228180669590724,0.8244592359241646,0.6158384251930511
20240101TKN09,11,8,8,4.0,3.0,40.0,1,1,0.4812361415041734,0.5067395847268951,0.1051989672330989,0.1866060410703986,1.2556091278531838,-0.9980230115298242,0.9676412496452352
20240101TKN10,11,9,8,4.0,3.0,40.0,0,1,1.440027922934702,0.9358607925354836,1.4944724319312863,1.4671328002066637,-0.016299536742042,0.7401781218081799,-0.2761723853694913
20240101TKN11,11,10,8,4.0,3.0,40.0,0,1,0.9448277007722492,0.6342580918619348,1.3245624179642697,1.0880121402239369,-0.3576912126483198,0.3492385524472524,-1.3112201362143796
20240101TKN12,11,11,8,4.0,3.0,40.0,0,1,0.4752781728414071,-0.5703575922814169,0.5512123801694809,0.598936663964678,0.4734930521529123,-0.7029874023398728,-1.8665671190748525
20240101GMG01,22,0,8,3.0,1.0,41.3,0,0,1.4819225823923998,1.624138506135664,1.4231496164637083,1.49199251179005,-0.3493297731240257,0.5599355068656768,-0.6890618270883926
20240101GMG02,22,1,6,2.0,1.0,41.3,2,1,-0.715833989590879,-0.8115831157634462,-1.1283105592720044,-1.337346920977082,1.306370990664539,1.1669859158314462,-1.4737077972972348
20240101GMG03,22,2,6,3.0,1.0,41.3,2,1,0.4843980004440499,0.4183258816836035,0.1433132398716805,0.1922917631988809,-0.2960064529540134,0.3486633526535785,0.8742239639112461
20240101GMG04,22,3,8,3.0,1.0,41.3,0,1,0.6994394756420995,0.735266964436329,0.9962566395896728,1.4978976042523593,1.8789489602631404,0.0661048938872949,-0.4042587977778225
20240101GMG05,22,4,8,3.0,1.0,41.3,1,1,0.0398652978531743,-0.0955845266177152,0.3798859148955195,0.1883347213005383,-1.0611408941694374,1.735899209923804,0.0
20240101GMG06,22,5,8,3.0,1.0,41.3,1,1,0.3422711423315694,0.3994182701624861,0.9080922172182512,0.9515639455547824,0.0723921627315337,-0.6447986380233379,-1.7999750870224038
20240101GMG07,22,6,8,3.0,1.0,41.3,0,1,0.8327989694487609,0.6702053909953501,0.7414623915308839,0.6160039233693433,1.1506107697985242,0.9026624611247516,-0.128671253163742
20240101GMG08,22,7,8,3.0,1.0,41.3,1,1,0.8850248609348467,1.3635480519829044,0.7944739348027372,0.987516471339616,-0.358799288800489,-1.1133610802334912,-0.4582289310823125
20240101GMG09,22,8,8,3.0,1.0,41.3,0,0,0.9536495542949216,0.9043466198655464,0.7911443406926545,0.7474610703221655,-0.9003804349331641,1.305550334786468,-0.4753826885415703
20240101GMG10,22,9,8,3.0,1.0,41.3,0,1,0.9237330017189028,1.0370379814139037,0.5672088326967687,0.3446198584600036,1.8461111380898163,0.1450922113351364,-0.5912194150314976
20240101GMG11,22,10,8,3.0,1.0,41.3,0,1,0.5568072497466338,0.5609403934390683,0.6979385449057064,0.6884922990067398,1.4176098150205183,-0.7543393620615392,-1.3536053919083215
20240101GMG12,22,11,8,3.0,1.0,41.3,0,1,1.0413028721383295,0.4337483761649324,0.8787150113852028,0.2421234146527706,0.5369979200343711,-1.4411577425578608,-1.2761264544453848
20240101HMN01,18,0,2,6.0,3.0,42.7,2,1,0.1577614393351979,-0.0945837165262569,-0.223709334353685,-0.6440163334762479,-1.1265477167849425,1.205301260296839,0.2361948466389626
